,record_type,school_name,district_name,county_name,grade_11_enroll,grade_11_takers,grade_11_erw_bm_num,grade_11_erw_bm_pct,grade_11_maths_bm_num,grade_11_maths_bm_pct,grade_11_total_bm_num,grade_11_total_bm_pct,grade_12_enroll,grade_12_takers,grade_12_erw_bm_num,grade_12_erw_bm_pct,grade_12_maths_bm_num,grade_12_maths_bm_pct,grade_12_total_bm_num,grade_12_total_bm_pct
1626,S,California High,Whittier Union High,Los Angeles,699.0,158.0,120.0,75.95,89.0,56.33,83.0,52.53,670.0,280.0,186.0,66.43,116.0,41.43,104.0,37.14
1628,S,Yorba Linda High,Placentia-Yorba Linda Unified,Orange,437.0,224.0,214.0,95.54,205.0,91.52,201.0,89.73,448.0,214.0,190.0,88.79,172.0,80.37,167.0,78.04
1629,S,Esperanza High,Placentia-Yorba Linda Unified,Orange,427.0,124.0,120.0,96.77,115.0,92.74,113.0,91.13,355.0,124.0,105.0,84.68,98.0,79.03,96.0,77.42
1631,S,Bishop Union High,Bishop Unified,Inyo,121.0,51.0,39.0,76.47,32.0,62.75,30.0,58.82,133.0,53.0,41.0,77.36,29.0,54.72,27.0,50.94
1632,S,Village Academy High School at Indian Hill,Pomona Unified,Los Angeles,75.0,21.0,14.0,66.67,10.0,47.62,9.0,42.86,74.0,31.0,16.0,51.61,4.0,12.9,4.0,12.9
1635,S,West Campus,Sacramento City Unified,Sacramento,228.0,228.0,205.0,89.91,148.0,64.91,145.0,63.6,194.0,77.0,69.0,89.61,54.0,70.13,51.0,66.23
1636,S,Luther Burbank High,Sacramento City Unified,Sacramento,379.0,324.0,115.0,35.49,46.0,14.2,39.0,12.04,449.0,123.0,54.0,43.9,30.0,24.39,27.0,21.95
1637,S,ASA Charter,San Bernardino City Unified,San Bernardino,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1638,S,Aspire Benjamin Holt College Preparatory Academy,Lodi Unified,San Joaquin,120.0,67.0,55.0,82.09,50.0,74.63,47.0,70.15,94.0,74.0,63.0,85.14,44.0,59.46,44.0,59.46
1640,S,El Dorado High,El Dorado Union High,El Dorado,262.0,67.0,62.0,92.54,55.0,82.09,54.0,80.6,235.0,61.0,51.0,83.61,37.0,60.66,36.0,59.02
1641,S,Fairvalley High (Continuation),Covina-Valley Unified,Los Angeles,39.0,46.0,8.0,17.39,0.0,0.0,0.0,0.0,64.0,44.0,7.0,15.91,0.0,0.0,0.0,0.0
1642,S,Covina High,Covina-Valley Unified,Los Angeles,285.0,266.0,141.0,53.01,70.0,26.32,66.0,24.81,270.0,260.0,123.0,47.31,62.0,23.85,59.0,22.69
1643,S,Hilmar High,Hilmar Unified,Merced,178.0,66.0,51.0,77.27,32.0,48.48,32.0,48.48,154.0,46.0,29.0,63.04,16.0,34.78,16.0,34.78
1644,S,Marina High,Huntington Beach Union High,Orange,577.0,207.0,197.0,95.17,182.0,87.92,176.0,85.02,622.0,196.0,180.0,91.84,152.0,77.55,148.0,75.51
1645,S,Westminster High,Huntington Beach Union High,Orange,750.0,335.0,262.0,78.21,243.0,72.54,222.0,66.27,628.0,231.0,172.0,74.46,154.0,66.67,136.0,58.87
1647,S,Summit Public School: Tahoma,Santa Clara County Office of Education,Santa Clara,91.0,78.0,55.0,70.51,34.0,43.59,33.0,42.31,96.0,54.0,42.0,77.78,29.0,53.7,27.0,50.0
1651,S,Excelsior Charter,San Bernardino County Office of Education,San Bernardino,370.0,81.0,70.0,86.42,41.0,50.62,41.0,50.62,279.0,77.0,56.0,72.73,24.0,31.17,22.0,28.57
1654,S,Da Vinci Communications,Wiseburn Unified,Los Angeles,72.0,68.0,47.0,69.12,15.0,22.06,14.0,20.59,94.0,37.0,17.0,45.95,5.0,13.51,5.0,13.51
1655,S,Chaffey High,Chaffey Joint Union High,San Bernardino,770.0,239.0,142.0,59.41,86.0,35.98,79.0,33.05,782.0,328.0,168.0,51.22,67.0,20.43,61.0,18.6
1656,S,Mueller Charter (Robert L.),Chula Vista Elementary,San Diego,125.0,120.0,50.0,41.67,28.0,23.33,23.0,19.17,86.0,38.0,25.0,65.79,11.0,28.95,10.0,26.32
1659,S,Culver City High,Culver City Unified,Los Angeles,508.0,244.0,224.0,91.8,176.0,72.13,173.0,70.9,526.0,222.0,186.0,83.78,120.0,54.05,118.0,53.15
1661,S,Tahquitz High,Hemet Unified,Riverside,383.0,51.0,28.0,54.9,14.0,27.45,13.0,25.49,386.0,282.0,127.0,45.04,58.0,20.57,53.0,18.79
1662,S,Serra High,San Diego Unified,San Diego,340.0,164.0,144.0,87.8,112.0,68.29,108.0,65.85,369.0,151.0,120.0,79.47,90.0,59.6,86.0,56.95
1664,S,East Union High,Manteca Unified,San Joaquin,429.0,111.0,81.0,72.97,63.0,56.76,60.0,54.05,392.0,113.0,82.0,72.57,48.0,42.48,45.0,39.82
1666,S,Dublin High,Dublin Unified,Alameda,721.0,434.0,418.0,96.31,408.0,94.01,400.0,92.17,622.0,271.0,255.0,94.1,214.0,78.97,212.0,78.23
1667,S,Urban Corps of San Diego County Charter,Mono County Office of Education,Mono,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1669,S,California Connections Academy @ Ripon,Ripon Unified,San Joaquin,183.0,17.0,16.0,94.12,13.0,76.47,13.0,76.47,206.0,22.0,21.0,95.45,11.0,50.0,11.0,50.0
1671,S,Berkeley High,Berkeley Unified,Alameda,779.0,363.0,331.0,91.18,295.0,81.27,292.0,80.44,715.0,292.0,265.0,90.75,221.0,75.68,218.0,74.66
1672,S,Hanford West High,Hanford Joint Union High,Kings,291.0,55.0,42.0,76.36,25.0,45.45,25.0,45.45,301.0,66.0,45.0,68.18,25.0,37.88,24.0,36.36
1673,S,Granada Hills Charter High,Los Angeles Unified,Los Angeles,1218.0,522.0,493.0,94.44,447.0,85.63,439.0,84.1,1120.0,531.0,475.0,89.45,390.0,73.45,377.0,71.0
1674,S,Alexander Hamilton Senior High,Los Angeles Unified,Los Angeles,601.0,541.0,349.0,64.51,172.0,31.79,171.0,31.61,585.0,323.0,217.0,67.18,119.0,36.84,116.0,35.91
1675,S,Los Angeles Senior High,Los Angeles Unified,Los Angeles,287.0,232.0,79.0,34.05,25.0,10.78,23.0,9.91,242.0,229.0,82.0,35.81,47.0,20.52,42.0,18.34
1676,S,PUC Community Charter Middle and PUC Community Charter Early College High,Los Angeles Unified,Los Angeles,106.0,90.0,57.0,63.33,42.0,46.67,38.0,42.22,89.0,62.0,27.0,43.55,16.0,25.81,15.0,24.19
1677,S,SIATech Academy South,Acton-Agua Dulce Unified,Los Angeles,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1678,S,American Canyon High,Napa Valley Unified,Napa,385.0,175.0,142.0,81.14,84.0,48.0,82.0,46.86,412.0,148.0,125.0,84.46,78.0,52.7,77.0,52.03
1679,S,Vintage High,Napa Valley Unified,Napa,431.0,221.0,160.0,72.4,110.0,49.77,104.0,47.06,396.0,155.0,108.0,69.68,74.0,47.74,70.0,45.16
1680,S,Saint Helena High,Saint Helena Unified,Napa,117.0,49.0,43.0,87.76,34.0,69.39,33.0,67.35,121.0,47.0,41.0,87.23,28.0,59.57,28.0,59.57
1682,S,Tustin High,Tustin Unified,Orange,508.0,248.0,166.0,66.94,122.0,49.19,113.0,45.56,577.0,283.0,199.0,70.32,128.0,45.23,121.0,42.76
1683,S,Sweetwater High,Sweetwater Union High,San Diego,726.0,169.0,130.0,76.92,98.0,57.99,93.0,55.03,732.0,177.0,125.0,70.62,86.0,48.59,83.0,46.89
1684,S,Sylmar Biotech Health Academy,Los Angeles Unified,Los Angeles,63.0,60.0,24.0,40.0,3.0,5.0,2.0,3.33,57.0,30.0,8.0,26.67,3.0,10.0,2.0,6.67
1685,S,Pinnacle Academy Charter - Independent Study,South Monterey County Joint Union High,Monterey,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1686,S,Hector G. Godinez,Santa Ana Unified,Orange,569.0,368.0,233.0,63.32,179.0,48.64,162.0,44.02,627.0,582.0,258.0,44.33,219.0,37.63,179.0,30.76
1687,S,Century High,Santa Ana Unified,Orange,358.0,109.0,57.0,52.29,34.0,31.19,30.0,27.52,417.0,368.0,95.0,25.82,53.0,14.4,42.0,11.41
1688,S,Futures High,Twin Rivers Unified,Sacramento,69.0,15.0,15.0,100.0,11.0,73.33,11.0,73.33,71.0,15.0,13.0,86.67,4.0,26.67,4.0,26.67
1690,S,Christopher High,Gilroy Unified,Santa Clara,383.0,110.0,93.0,84.55,79.0,71.82,74.0,67.27,397.0,154.0,115.0,74.68,80.0,51.95,75.0,48.7
1691,S,Woodlake High,Woodlake Unified,Tulare,143.0,56.0,39.0,69.64,23.0,41.07,21.0,37.5,151.0,22.0,15.0,68.18,6.0,27.27,6.0,27.27
1693,S,Magnolia Science Academy 3,Los Angeles County Office of Education,Los Angeles,52.0,36.0,13.0,36.11,10.0,27.78,9.0,25.0,50.0,32.0,20.0,62.5,12.0,37.5,11.0,34.38
1694,S,Valley High,Elk Grove Unified,Sacramento,359.0,296.0,120.0,40.54,72.0,24.32,63.0,21.28,369.0,184.0,92.0,50.0,50.0,27.17,43.0,23.37
1696,S,Valhalla High,Grossmont Union High,San Diego,433.0,167.0,154.0,92.22,149.0,89.22,145.0,86.83,565.0,148.0,128.0,86.49,90.0,60.81,88.0,59.46
1698,S,Grossmont High,Grossmont Union High,San Diego,518.0,178.0,159.0,89.33,130.0,73.03,127.0,71.35,539.0,141.0,111.0,78.72,84.0,59.57,83.0,58.87
1701,S,Elise P. Buckingham Charter Magnet High,Vacaville Unified,Solano,134.0,60.0,57.0,95.0,52.0,86.67,52.0,86.67,121.0,38.0,35.0,92.11,23.0,60.53,22.0,57.89
1703,S,Piedmont Hills High,East Side Union High,Santa Clara,490.0,447.0,355.0,79.42,313.0,70.02,302.0,67.56,480.0,238.0,206.0,86.55,187.0,78.57,178.0,74.79
1704,S,Sierra Vista Charter High,Tulare Joint Union High,Tulare,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1705,S,Elsie Allen High,Santa Rosa High,Sonoma,267.0,28.0,18.0,64.29,11.0,39.29,10.0,35.71,225.0,40.0,20.0,50.0,5.0,12.5,5.0,12.5
1707,S,Life Learning Academy Charter,San Francisco Unified,San Francisco,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1708,S,Milpitas High,Milpitas Unified,Santa Clara,789.0,378.0,355.0,93.92,342.0,90.48,328.0,86.77,762.0,335.0,297.0,88.66,259.0,77.31,249.0,74.33
1710,S,Sutter Peak Charter Academy,Nuestro Elementary,Sutter,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1712,S,Shasta County Independent Study Charter,Shasta County Office of Education,Shasta,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1714,S,Liberty Ranch High,Galt Joint Union High,Sacramento,276.0,60.0,51.0,85.0,40.0,66.67,38.0,63.33,315.0,140.0,108.0,77.14,76.0,54.29,73.0,52.14
1715,S,Galt High,Galt Joint Union High,Sacramento,234.0,26.0,21.0,80.77,15.0,57.69,14.0,53.85,215.0,74.0,45.0,60.81,30.0,40.54,26.0,35.14
1716,S,Citrus Valley High,Redlands Unified,San Bernardino,505.0,413.0,288.0,69.73,199.0,48.18,185.0,44.79,490.0,306.0,211.0,68.95,158.0,51.63,143.0,46.73
1717,S,Rialto High,Rialto Unified,San Bernardino,739.0,650.0,300.0,46.15,146.0,22.46,138.0,21.23,611.0,170.0,118.0,69.41,74.0,43.53,72.0,42.35
1720,S,Live Oak High,Live Oak Unified,Sutter,129.0,52.0,37.0,71.15,23.0,44.23,22.0,42.31,129.0,36.0,24.0,66.67,12.0,33.33,11.0,30.56
1721,S,Marysville High,Marysville Joint Unified,Yuba,239.0,34.0,30.0,88.24,24.0,70.59,23.0,67.65,173.0,50.0,40.0,80.0,27.0,54.0,26.0,52.0
1722,S,Castro Valley High,Castro Valley Unified,Alameda,696.0,350.0,327.0,93.43,302.0,86.29,293.0,83.71,644.0,311.0,279.0,89.71,243.0,78.14,234.0,75.24
1723,S,Contra Costa School of Performing Arts,Contra Costa County Office of Education,Contra Costa,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1724,S,California Academy of Sports Science Fresno,Raisin City Elementary,Fresno,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1726,S,Susan Miller Dorsey Senior High,Los Angeles Unified,Los Angeles,223.0,127.0,34.0,26.77,7.0,5.51,7.0,5.51,230.0,93.0,22.0,23.66,5.0,5.38,4.0,4.3
1727,S,Boyle Heights Continuation,Los Angeles Unified,Los Angeles,15.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1728,S,James A. Garfield Senior High,Los Angeles Unified,Los Angeles,627.0,602.0,271.0,45.02,153.0,25.42,137.0,22.76,581.0,318.0,151.0,47.48,111.0,34.91,91.0,28.62
1730,S,Brawley Union High,Brawley Union High,Imperial,384.0,163.0,116.0,71.17,65.0,39.88,64.0,39.26,373.0,131.0,86.0,65.65,38.0,29.01,37.0,28.24
1731,S,East Valley Senior High,Los Angeles Unified,Los Angeles,132.0,103.0,25.0,24.27,7.0,6.8,5.0,4.85,141.0,82.0,20.0,24.39,8.0,9.76,7.0,8.54
1732,S,San Rafael High,San Rafael City High,Marin,339.0,122.0,109.0,89.34,92.0,75.41,88.0,72.13,296.0,119.0,93.0,78.15,76.0,63.87,71.0,59.66
1733,S,Sir Francis Drake High,Tamalpais Union High,Marin,309.0,156.0,152.0,97.44,135.0,86.54,133.0,85.26,308.0,102.0,100.0,98.04,80.0,78.43,80.0,78.43
1736,S,California Academy of Mathematics and Science,Long Beach Unified,Los Angeles,165.0,156.0,153.0,98.08,151.0,96.79,149.0,95.51,164.0,143.0,139.0,97.2,138.0,96.5,136.0,95.1
1737,S,Cabrillo High,Long Beach Unified,Los Angeles,544.0,473.0,152.0,32.14,51.0,10.78,43.0,9.09,531.0,448.0,153.0,34.15,61.0,13.62,52.0,11.61
1738,S,WESM Health/Sports Medicine,Los Angeles Unified,Los Angeles,236.0,180.0,97.0,53.89,42.0,23.33,39.0,21.67,182.0,106.0,63.0,59.43,32.0,30.19,29.0,27.36
1740,S,Portola High,Irvine Unified,Orange,439.0,259.0,247.0,95.37,245.0,94.59,240.0,92.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1741,S,Vista Murrieta High,Murrieta Valley Unified,Riverside,858.0,368.0,326.0,88.59,259.0,70.38,254.0,69.02,884.0,382.0,308.0,80.63,210.0,54.97,197.0,51.57
1742,S,Colton High,Colton Joint Unified,San Bernardino,474.0,195.0,107.0,54.87,56.0,28.72,49.0,25.13,445.0,86.0,48.0,55.81,28.0,32.56,24.0,27.91
1744,S,Leadership Public Schools: Richmond,West Contra Costa Unified,Contra Costa,149.0,134.0,80.0,59.7,39.0,29.1,34.0,25.37,149.0,100.0,46.0,46.0,29.0,29.0,23.0,23.0
1745,S,Da Vinci RISE High,Los Angeles County Office of Education,Los Angeles,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1747,S,Whitney (Gretchen) High,ABC Unified,Los Angeles,165.0,123.0,122.0,99.19,122.0,99.19,122.0,99.19,165.0,80.0,80.0,100.0,79.0,98.75,79.0,98.75
1749,S,Dr. Richard A. Vladovic Harbor Teacher Preparation Academy,Los Angeles Unified,Los Angeles,105.0,103.0,98.0,95.15,89.0,86.41,87.0,84.47,118.0,97.0,86.0,88.66,63.0,64.95,62.0,63.92
1750,S,Camino Nuevo Charter High,Los Angeles Unified,Los Angeles,67.0,48.0,19.0,39.58,6.0,12.5,6.0,12.5,86.0,70.0,23.0,32.86,4.0,5.71,3.0,4.29
1752,S,Western High,Anaheim Union High,Orange,503.0,104.0,86.0,82.69,66.0,63.46,62.0,59.62,498.0,97.0,56.0,57.73,34.0,35.05,30.0,30.93
1753,S,Chico High,Chico Unified,Butte,447.0,125.0,119.0,95.2,110.0,88.0,107.0,85.6,475.0,135.0,116.0,85.93,94.0,69.63,89.0,65.93
1755,S,Valencia High,Placentia-Yorba Linda Unified,Orange,655.0,265.0,226.0,85.28,218.0,82.26,210.0,79.25,663.0,217.0,169.0,77.88,157.0,72.35,143.0,65.9
1757,S,Moreno Valley High,Moreno Valley Unified,Riverside,566.0,279.0,153.0,54.84,61.0,21.86,57.0,20.43,540.0,472.0,158.0,33.47,60.0,12.71,55.0,11.65
1758,S,Inderkum High,Natomas Unified,Sacramento,583.0,529.0,308.0,58.22,195.0,36.86,188.0,35.54,471.0,221.0,159.0,71.95,86.0,38.91,81.0,36.65
1759,S,Options for Youth-Victorville Charter,Victor Valley Union High,San Bernardino,167.0,19.0,11.0,57.89,4.0,21.05,4.0,21.05,121.0,25.0,9.0,36.0,1.0,4.0,1.0,4.0
1760,S,Valley International Preparatory High,Los Angeles Unified,Los Angeles,57.0,29.0,27.0,93.1,21.0,72.41,21.0,72.41,71.0,38.0,33.0,86.84,18.0,47.37,18.0,47.37
1762,S,Pacific Grove High,Pacific Grove Unified,Monterey,149.0,78.0,77.0,98.72,73.0,93.59,73.0,93.59,138.0,62.0,53.0,85.48,52.0,83.87,48.0,77.42
1763,S,Salinas High,Salinas Union High,Monterey,625.0,197.0,160.0,81.22,124.0,62.94,119.0,60.41,646.0,212.0,151.0,71.23,88.0,41.51,83.0,39.15
1764,S,Scholar Plus Online Learning,Perris Union High,Riverside,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1765,S,Upland High,Upland Unified,San Bernardino,822.0,301.0,261.0,86.71,213.0,70.76,206.0,68.44,764.0,296.0,229.0,77.36,146.0,49.32,142.0,47.97
1766,S,Tracy High,Tracy Joint Unified,San Joaquin,552.0,137.0,126.0,91.97,101.0,73.72,99.0,72.26,455.0,147.0,124.0,84.35,85.0,57.82,79.0,53.74
1767,S,El Modena High,Orange Unified,Orange,502.0,83.0,75.0,90.36,64.0,77.11,64.0,77.11,526.0,492.0,255.0,51.83,164.0,33.33,150.0,30.49
1768,S,Santa Rosa Academy,Menifee Union Elementary,Riverside,120.0,28.0,25.0,89.29,20.0,71.43,20.0,71.43,113.0,52.0,47.0,90.38,28.0,53.85,28.0,53.85
1769,S,Delta Keys Charter #2,New Jerusalem Elementary,San Joaquin,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1771,S,Sonia Sotomayor Arts and Sciences Academies,Los Angeles Unified,Los Angeles,115.0,102.0,36.0,35.29,8.0,7.84,8.0,7.84,108.0,84.0,28.0,33.33,11.0,13.1,9.0,10.71
1772,S,North High,Torrance Unified,Los Angeles,432.0,132.0,124.0,93.94,104.0,78.79,101.0,76.52,448.0,169.0,139.0,82.25,108.0,63.91,106.0,62.72
1773,S,West High,Torrance Unified,Los Angeles,507.0,250.0,241.0,96.4,236.0,94.4,233.0,93.2,495.0,182.0,164.0,90.11,145.0,79.67,142.0,78.02
1776,S,Mira Mesa High,San Diego Unified,San Diego,556.0,242.0,224.0,92.56,198.0,81.82,191.0,78.93,620.0,254.0,204.0,80.31,169.0,66.54,158.0,62.2
1777,S,Lathrop High,Manteca Unified,San Joaquin,297.0,64.0,47.0,73.44,32.0,50.0,29.0,45.31,321.0,124.0,87.0,70.16,37.0,29.84,34.0,27.42
1778,S,Crossroads Alternative Education Center,Los Banos Unified,Merced,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1779,S,Health Sciences High,San Diego Unified,San Diego,138.0,57.0,35.0,61.4,27.0,47.37,27.0,47.37,141.0,58.0,32.0,55.17,12.0,20.69,10.0,17.24
1781,S,University Preparatory Value High,Los Angeles Unified,Los Angeles,114.0,102.0,27.0,26.47,16.0,15.69,15.0,14.71,113.0,97.0,34.0,35.05,15.0,15.46,14.0,14.43
1783,S,Fremont High,Fremont Union High,Santa Clara,500.0,228.0,201.0,88.16,173.0,75.88,168.0,73.68,508.0,156.0,127.0,81.41,111.0,71.15,106.0,67.95
1784,S,Homestead High,Fremont Union High,Santa Clara,602.0,334.0,329.0,98.5,326.0,97.6,322.0,96.41,605.0,179.0,167.0,93.3,162.0,90.5,158.0,88.27
1785,S,Pivot Charter School - North Bay,Oak Grove Union Elementary,Sonoma,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1786,S,College Park High,Mt. Diablo Unified,Contra Costa,486.0,197.0,188.0,95.43,165.0,83.76,165.0,83.76,443.0,162.0,151.0,93.21,129.0,79.63,127.0,78.4
1787,S,Caruthers High,Caruthers Unified,Fresno,159.0,67.0,30.0,44.78,19.0,28.36,14.0,20.9,145.0,57.0,29.0,50.88,12.0,21.05,12.0,21.05
1788,S,Applied Technology Center,Montebello Unified,Los Angeles,137.0,62.0,45.0,72.58,27.0,43.55,27.0,43.55,123.0,77.0,47.0,61.04,15.0,19.48,15.0,19.48
1789,S,Schurr High,Montebello Unified,Los Angeles,719.0,235.0,168.0,71.49,116.0,49.36,112.0,47.66,619.0,214.0,144.0,67.29,91.0,42.52,84.0,39.25
1792,S,Ontario High,Chaffey Joint Union High,San Bernardino,595.0,167.0,113.0,67.66,83.0,49.7,75.0,44.91,588.0,205.0,116.0,56.59,64.0,31.22,59.0,28.78
1793,S,Oceanside High,Oceanside Unified,San Diego,538.0,101.0,86.0,85.15,66.0,65.35,60.0,59.41,530.0,132.0,90.0,68.18,61.0,46.21,55.0,41.67
1795,S,W.E.B. DuBois Public Charter,Washington Unified,Fresno,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1796,S,Orland High,Orland Joint Unified,Glenn,196.0,34.0,26.0,76.47,18.0,52.94,17.0,50.0,166.0,32.0,28.0,87.5,14.0,43.75,14.0,43.75
1797,S,Los Angeles International Charter High,Los Angeles County Office of Education,Los Angeles,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,32.0,13.0,40.63,1.0,3.13,1.0,3.13
1799,S,Antelope High,Roseville Joint Union High,Placer,432.0,128.0,113.0,88.28,86.0,67.19,82.0,64.06,442.0,193.0,151.0,78.24,103.0,53.37,96.0,49.74
1800,S,Laguna Creek High,Elk Grove Unified,Sacramento,459.0,192.0,176.0,91.67,155.0,80.73,150.0,78.13,451.0,175.0,139.0,79.43,110.0,62.86,101.0,57.71
1802,S,West Hills High,Grossmont Union High,San Diego,421.0,137.0,129.0,94.16,111.0,81.02,107.0,78.1,421.0,132.0,112.0,84.85,93.0,70.45,90.0,68.18
1803,S,Aptos High,Pajaro Valley Unified,Santa Cruz,342.0,146.0,132.0,90.41,115.0,78.77,113.0,77.4,335.0,121.0,109.0,90.08,84.0,69.42,82.0,67.77
1808,S,Simon Rodia Continuation,Los Angeles Unified,Los Angeles,91.0,15.0,3.0,20.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1810,S,Southwest Senior High,Sweetwater Union High,San Diego,480.0,141.0,88.0,62.41,45.0,31.91,42.0,29.79,482.0,160.0,73.0,45.63,40.0,25.0,33.0,20.63
1811,S,Castle Park Senior High,Sweetwater Union High,San Diego,405.0,59.0,39.0,66.1,25.0,42.37,23.0,38.98,447.0,112.0,75.0,66.96,40.0,35.71,37.0,33.04
1814,S,Exeter Union High,Exeter Unified,Tulare,215.0,53.0,44.0,83.02,29.0,54.72,28.0,52.83,187.0,50.0,34.0,68.0,17.0,34.0,15.0,30.0
1815,S,Calero High,East Side Union High,Santa Clara,62.0,58.0,12.0,20.69,4.0,6.9,4.0,6.9,257.0,24.0,6.0,25.0,1.0,4.17,1.0,4.17
1816,S,Latino College Preparatory Academy,East Side Union High,Santa Clara,104.0,33.0,22.0,66.67,11.0,33.33,11.0,33.33,93.0,54.0,19.0,35.19,12.0,22.22,10.0,18.52
1818,S,Foothill High,Tustin Unified,Orange,613.0,308.0,278.0,90.26,242.0,78.57,237.0,76.95,542.0,219.0,192.0,87.67,151.0,68.95,147.0,67.12
1819,S,Adolfo Camarillo High,Oxnard Union High,Ventura,574.0,450.0,339.0,75.33,274.0,60.89,260.0,57.78,507.0,352.0,242.0,68.75,201.0,57.1,184.0,52.27
1822,S,San Pasqual High,Escondido Union High,San Diego,514.0,144.0,115.0,79.86,93.0,64.58,90.0,62.5,518.0,192.0,150.0,78.13,99.0,51.56,95.0,49.48
1823,S,Bonsall High,Bonsall Unified,San Diego,76.0,27.0,25.0,92.59,19.0,70.37,19.0,70.37,66.0,36.0,26.0,72.22,13.0,36.11,13.0,36.11
1826,S,Palmdale High,Antelope Valley Union High,Los Angeles,599.0,428.0,186.0,43.46,48.0,11.21,41.0,9.58,621.0,108.0,50.0,46.3,17.0,15.74,17.0,15.74
1830,S,Whitney High,Rocklin Unified,Placer,465.0,205.0,196.0,95.61,180.0,87.8,178.0,86.83,458.0,176.0,159.0,90.34,135.0,76.7,133.0,75.57
1832,S,Woodside High,Sequoia Union High,San Mateo,459.0,195.0,175.0,89.74,149.0,76.41,147.0,75.38,441.0,151.0,122.0,80.79,90.0,59.6,88.0,58.28
1833,S,El Camino High,South San Francisco Unified,San Mateo,299.0,69.0,64.0,92.75,51.0,73.91,51.0,73.91,315.0,150.0,125.0,83.33,104.0,69.33,100.0,66.67
1834,S,Thousand Oaks High,Conejo Valley Unified,Ventura,448.0,187.0,179.0,95.72,157.0,83.96,154.0,82.35,528.0,169.0,160.0,94.67,128.0,75.74,127.0,75.15
1836,S,Sunny Hills High,Fullerton Joint Union High,Orange,538.0,294.0,270.0,91.84,253.0,86.05,245.0,83.33,563.0,247.0,223.0,90.28,186.0,75.3,183.0,74.09
1837,S,Los Amigos High,Garden Grove Unified,Orange,415.0,214.0,144.0,67.29,88.0,41.12,83.0,38.79,416.0,179.0,106.0,59.22,57.0,31.84,54.0,30.17
1838,S,Rancho Alamitos High,Garden Grove Unified,Orange,437.0,227.0,171.0,75.33,123.0,54.19,115.0,50.66,424.0,173.0,126.0,72.83,82.0,47.4,77.0,44.51
1841,S,Delta High,River Delta Joint Unified,Sacramento,60.0,41.0,29.0,70.73,15.0,36.59,15.0,36.59,50.0,20.0,10.0,50.0,3.0,15.0,3.0,15.0
1843,S,Mojave River Academy - Marble City,Oro Grande,San Bernardino,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1844,S,Kearny College Connections,San Diego Unified,San Diego,90.0,56.0,42.0,75.0,24.0,42.86,20.0,35.71,100.0,38.0,26.0,68.42,16.0,42.11,12.0,31.58
1847,S,Acalanes High,Acalanes Union High,Contra Costa,315.0,186.0,185.0,99.46,179.0,96.24,179.0,96.24,353.0,122.0,119.0,97.54,109.0,89.34,109.0,89.34
