,record_type,school_name,district_name,county_name,grade_11_enroll,grade_11_takers,grade_11_erw_bm_num,grade_11_erw_bm_pct,grade_11_maths_bm_num,grade_11_maths_bm_pct,grade_11_total_bm_num,grade_11_total_bm_pct,grade_12_enroll,grade_12_takers,grade_12_erw_bm_num,grade_12_erw_bm_pct,grade_12_maths_bm_num,grade_12_maths_bm_pct,grade_12_total_bm_num,grade_12_total_bm_pct
1416,S,Heritage High,Perris Union High,Riverside,719.0,197.0,129.0,65.48,74.0,37.56,70.0,35.53,610.0,229.0,145.0,63.32,57.0,24.89,56.0,24.45
1417,S,John C. Kimball High,Tracy Joint Unified,San Joaquin,377.0,87.0,83.0,95.4,68.0,78.16,67.0,77.01,349.0,124.0,102.0,82.26,73.0,58.87,69.0,55.65
1419,S,Bell Senior High,Los Angeles Unified,Los Angeles,554.0,543.0,228.0,41.99,123.0,22.65,113.0,20.81,575.0,318.0,164.0,51.57,82.0,25.79,75.0,23.58
1422,S,SVUSD Virtual Academy (Alternative),Saddleback Valley Unified,Orange,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1423,S,California Virtual Academy @ San Diego,Spencer Valley Elementary,San Diego,222.0,17.0,13.0,76.47,8.0,47.06,8.0,47.06,183.0,26.0,23.0,88.46,14.0,53.85,14.0,53.85
1425,S,Lakewood High,Long Beach Unified,Los Angeles,739.0,658.0,344.0,52.28,182.0,27.66,163.0,24.77,743.0,595.0,324.0,54.45,206.0,34.62,189.0,31.76
1426,S,Nathaniel Narbonne Senior High,Los Angeles Unified,Los Angeles,514.0,434.0,177.0,40.78,104.0,23.96,92.0,21.2,543.0,223.0,115.0,51.57,74.0,33.18,69.0,30.94
1427,S,North Hollywood Senior High,Los Angeles Unified,Los Angeles,545.0,533.0,309.0,57.97,194.0,36.4,186.0,34.9,573.0,242.0,161.0,66.53,99.0,40.91,91.0,37.6
1428,S,Sylmar Charter High,Los Angeles Unified,Los Angeles,352.0,317.0,129.0,40.69,69.0,21.77,60.0,18.93,361.0,182.0,89.0,48.9,53.0,29.12,45.0,24.73
1433,S,Animo Pat Brown,Los Angeles Unified,Los Angeles,140.0,101.0,41.0,40.59,24.0,23.76,20.0,19.8,131.0,103.0,44.0,42.72,23.0,22.33,19.0,18.45
1434,S,International Studies Learning Center at Legacy High School Complex,Los Angeles Unified,Los Angeles,94.0,91.0,57.0,62.64,35.0,38.46,30.0,32.97,84.0,61.0,40.0,65.57,23.0,37.7,21.0,34.43
1435,S,John Adams Academy,Loomis Union Elementary,Placer,86.0,20.0,18.0,90.0,16.0,80.0,15.0,75.0,46.0,18.0,16.0,88.89,9.0,50.0,9.0,50.0
1437,S,Citrus Hill High,Val Verde Unified,Riverside,433.0,367.0,161.0,43.87,72.0,19.62,65.0,17.71,481.0,447.0,181.0,40.49,107.0,23.94,93.0,20.81
1440,S,Herbert Hoover High,Fresno Unified,Fresno,420.0,311.0,129.0,41.48,48.0,15.43,45.0,14.47,360.0,89.0,36.0,40.45,15.0,16.85,14.0,15.73
1441,S,Glendora High,Glendora Unified,Los Angeles,567.0,284.0,267.0,94.01,264.0,92.96,256.0,90.14,591.0,248.0,214.0,86.29,203.0,81.85,186.0,75.0
1442,S,Seaside High,Monterey Peninsula Unified,Monterey,259.0,85.0,40.0,47.06,30.0,35.29,22.0,25.88,276.0,177.0,76.0,42.94,49.0,27.68,42.0,23.73
1444,S,Oak Hills High,Hesperia Unified,San Bernardino,590.0,181.0,145.0,80.11,115.0,63.54,108.0,59.67,570.0,201.0,135.0,67.16,91.0,45.27,84.0,41.79
1446,S,Novato High,Novato Unified,Marin,367.0,136.0,121.0,88.97,100.0,73.53,98.0,72.06,326.0,144.0,125.0,86.81,74.0,51.39,74.0,51.39
1448,S,Marshall (Thurgood) High,San Francisco Unified,San Francisco,122.0,55.0,13.0,23.64,9.0,16.36,7.0,12.73,104.0,51.0,11.0,21.57,12.0,23.53,8.0,15.69
1449,S,Westlake High,Conejo Valley Unified,Ventura,596.0,269.0,261.0,97.03,244.0,90.71,240.0,89.22,547.0,209.0,197.0,94.26,168.0,80.38,167.0,79.9
1450,S,Lincoln High,San Diego Unified,San Diego,354.0,137.0,52.0,37.96,25.0,18.25,19.0,13.87,364.0,157.0,66.0,42.04,25.0,15.92,22.0,14.01
1452,S,San Juan High,San Juan Unified,Sacramento,145.0,52.0,32.0,61.54,15.0,28.85,14.0,26.92,170.0,40.0,20.0,50.0,9.0,22.5,7.0,17.5
1454,S,Sierra High,Manteca Unified,San Joaquin,353.0,67.0,62.0,92.54,49.0,73.13,47.0,70.15,333.0,109.0,97.0,88.99,57.0,52.29,55.0,50.46
1455,S,Mt. Shasta High,Siskiyou Union High,Siskiyou,64.0,18.0,16.0,88.89,12.0,66.67,12.0,66.67,76.0,23.0,19.0,82.61,13.0,56.52,13.0,56.52
1456,S,Santa Teresa High,East Side Union High,Santa Clara,520.0,462.0,342.0,74.03,264.0,57.14,248.0,53.68,529.0,194.0,162.0,83.51,122.0,62.89,120.0,61.86
1457,S,Foothill High,East Side Union High,Santa Clara,63.0,42.0,6.0,14.29,1.0,2.38,1.0,2.38,211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1458,S,Jesse M. Bethel High,Vallejo City Unified,Solano,397.0,97.0,73.0,75.26,48.0,49.48,43.0,44.33,380.0,131.0,79.0,60.31,36.0,27.48,35.0,26.72
1459,S,MIT Academy,Vallejo City Unified,Solano,136.0,63.0,53.0,84.13,38.0,60.32,36.0,57.14,121.0,74.0,48.0,64.86,19.0,25.68,18.0,24.32
1463,S,Connections Visual and Performing Arts Academy,Summerville Union High,Tuolumne,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1464,S,Simi Valley High,Simi Valley Unified,Ventura,541.0,130.0,121.0,93.08,107.0,82.31,103.0,79.23,537.0,118.0,97.0,82.2,76.0,64.41,69.0,58.47
1465,S,Summit Public School: Shasta,Jefferson Union High,San Mateo,106.0,96.0,82.0,85.42,76.0,79.17,75.0,78.13,101.0,64.0,51.0,79.69,41.0,64.06,40.0,62.5
1469,S,Santa Paula High,Santa Paula Unified,Ventura,359.0,116.0,79.0,68.1,60.0,51.72,57.0,49.14,372.0,95.0,68.0,71.58,45.0,47.37,41.0,43.16
1470,S,Esparto High,Esparto Unified,Yolo,78.0,18.0,16.0,88.89,11.0,61.11,11.0,61.11,44.0,16.0,6.0,37.5,6.0,37.5,4.0,25.0
1471,S,Carpinteria Senior High,Carpinteria Unified,Santa Barbara,145.0,63.0,57.0,90.48,46.0,73.02,45.0,71.43,148.0,49.0,39.0,79.59,34.0,69.39,31.0,63.27
1472,S,West Valley High,Anderson Union High,Shasta,201.0,49.0,42.0,85.71,33.0,67.35,32.0,65.31,214.0,52.0,40.0,76.92,20.0,38.46,18.0,34.62
1473,S,Freedom High,Liberty Union High,Contra Costa,613.0,151.0,125.0,82.78,87.0,57.62,83.0,54.97,649.0,184.0,126.0,68.48,69.0,37.5,66.0,35.87
1474,S,Crossroads High,Mt. Diablo Unified,Contra Costa,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1475,S,Anahuacalmecac International University Preparatory of North America,SBE - Anahuacalmecac International University Preparatory of North America,Los Angeles,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1476,S,Academia Avance Charter,SBE - Academia Avance Charter,Los Angeles,54.0,40.0,19.0,47.5,9.0,22.5,6.0,15.0,65.0,42.0,15.0,35.71,6.0,14.29,5.0,11.9
1477,S,Prepa Tec Los Angeles High,SBE - Prepa Tec Los Angeles High,Los Angeles,97.0,47.0,17.0,36.17,4.0,8.51,4.0,8.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1479,S,Amador High,Amador County Unified,Amador,185.0,35.0,35.0,100.0,30.0,85.71,30.0,85.71,154.0,26.0,23.0,88.46,18.0,69.23,18.0,69.23
1483,S,Nuview Bridge Early College High,Nuview Union,Riverside,149.0,121.0,95.0,78.51,70.0,57.85,65.0,53.72,157.0,124.0,92.0,74.19,61.0,49.19,56.0,45.16
1484,S,Rancho Mirage High,Palm Springs Unified,Riverside,396.0,131.0,105.0,80.15,73.0,55.73,69.0,52.67,362.0,86.0,60.0,69.77,33.0,38.37,32.0,37.21
1486,S,Serrano High,Snowline Joint Unified,San Bernardino,470.0,129.0,110.0,85.27,86.0,66.67,84.0,65.12,444.0,136.0,111.0,81.62,67.0,49.26,65.0,47.79
1487,S,Pleasant Valley High,Chico Unified,Butte,452.0,153.0,136.0,88.89,130.0,84.97,124.0,81.05,462.0,135.0,116.0,85.93,100.0,74.07,95.0,70.37
1488,S,University High,Fresno Unified,Fresno,119.0,108.0,107.0,99.07,97.0,89.81,97.0,89.81,120.0,76.0,76.0,100.0,67.0,88.16,67.0,88.16
1489,S,Golden Valley High,Kern High,Kern,606.0,92.0,77.0,83.7,46.0,50.0,43.0,46.74,580.0,173.0,84.0,48.55,49.0,28.32,43.0,24.86
1490,S,Mira Monte High,Kern High,Kern,622.0,84.0,56.0,66.67,29.0,34.52,28.0,33.33,563.0,174.0,75.0,43.1,32.0,18.39,29.0,16.67
1491,S,Ridgeview High,Kern High,Kern,658.0,99.0,72.0,72.73,62.0,62.63,55.0,55.56,666.0,245.0,148.0,60.41,92.0,37.55,81.0,33.06
1492,S,Highland High,Kern High,Kern,478.0,86.0,67.0,77.91,46.0,53.49,45.0,52.33,477.0,162.0,99.0,61.11,51.0,31.48,47.0,29.01
1493,S,Valor Academy High,Los Angeles Unified,Los Angeles,122.0,19.0,11.0,57.89,7.0,36.84,6.0,31.58,122.0,45.0,15.0,33.33,9.0,20.0,7.0,15.56
1495,S,Adelanto High,Victor Valley Union High,San Bernardino,461.0,355.0,136.0,38.31,34.0,9.58,33.0,9.3,430.0,102.0,55.0,53.92,15.0,14.71,14.0,13.73
1496,S,Cobalt Institute of Math and Science Academy,Victor Valley Union High,San Bernardino,125.0,121.0,75.0,61.98,37.0,30.58,36.0,29.75,103.0,60.0,35.0,58.33,15.0,25.0,14.0,23.33
1497,S,Yucaipa High,Yucaipa-Calimesa Joint Unified,San Bernardino,672.0,204.0,177.0,86.76,143.0,70.1,136.0,66.67,628.0,227.0,180.0,79.3,135.0,59.47,129.0,56.83
1498,S,Warren (Earl) High,Downey Unified,Los Angeles,924.0,837.0,489.0,58.42,262.0,31.3,249.0,29.75,845.0,335.0,258.0,77.01,157.0,46.87,147.0,43.88
1499,S,California School of the Arts - San Gabriel Valley,Duarte Unified,Los Angeles,122.0,34.0,31.0,91.18,24.0,70.59,24.0,70.59,90.0,40.0,36.0,90.0,28.0,70.0,28.0,70.0
1500,S,Cesar E. Chavez Learning Academies-Social Justice Humanitas Academy,Los Angeles Unified,Los Angeles,132.0,133.0,57.0,42.86,17.0,12.78,14.0,10.53,96.0,67.0,22.0,32.84,14.0,20.9,11.0,16.42
1501,S,Alliance Renee and Meyer Luskin Academy High,Los Angeles Unified,Los Angeles,124.0,115.0,34.0,29.57,24.0,20.87,21.0,18.26,131.0,127.0,44.0,34.65,20.0,15.75,15.0,11.81
1502,S,PUC Early College Academy for Leaders and Scholars (ECALS),Los Angeles Unified,Los Angeles,100.0,68.0,31.0,45.59,21.0,30.88,17.0,25.0,81.0,37.0,17.0,45.95,11.0,29.73,11.0,29.73
1503,S,Corona del Mar High,Newport-Mesa Unified,Orange,414.0,75.0,73.0,97.33,72.0,96.0,70.0,93.33,458.0,104.0,98.0,94.23,85.0,81.73,83.0,79.81
1504,S,Costa Mesa High,Newport-Mesa Unified,Orange,285.0,64.0,56.0,87.5,50.0,78.13,47.0,73.44,286.0,74.0,52.0,70.27,35.0,47.3,32.0,43.24
1505,S,Visions In Education,San Juan Unified,Sacramento,725.0,43.0,40.0,93.02,31.0,72.09,31.0,72.09,1107.0,58.0,48.0,82.76,22.0,37.93,20.0,34.48
1506,S,Las Plumas High,Oroville Union High,Butte,236.0,18.0,17.0,94.44,13.0,72.22,13.0,72.22,218.0,28.0,21.0,75.0,13.0,46.43,13.0,46.43
1510,S,Polytechnic High,Riverside Unified,Riverside,645.0,255.0,200.0,78.43,157.0,61.57,148.0,58.04,600.0,228.0,148.0,64.91,100.0,43.86,88.0,38.6
1511,S,North Valley Military Institute College Preparatory Academy,Los Angeles County Office of Education,Los Angeles,75.0,24.0,9.0,37.5,3.0,12.5,2.0,8.33,54.0,42.0,18.0,42.86,6.0,14.29,6.0,14.29
1516,S,Mt. Carmel High,Poway Unified,San Diego,478.0,247.0,237.0,95.95,229.0,92.71,223.0,90.28,476.0,165.0,148.0,89.7,121.0,73.33,119.0,72.12
1517,S,Westview High,Poway Unified,San Diego,601.0,376.0,370.0,98.4,356.0,94.68,355.0,94.41,596.0,258.0,244.0,94.57,223.0,86.43,220.0,85.27
1518,S,Ronald E. McNair High,Lodi Unified,San Joaquin,449.0,58.0,46.0,79.31,37.0,63.79,35.0,60.34,438.0,161.0,96.0,59.63,65.0,40.37,55.0,34.16
1519,S,Sierra Pacific High,Hanford Joint Union High,Kings,237.0,50.0,44.0,88.0,36.0,72.0,36.0,72.0,175.0,48.0,39.0,81.25,23.0,47.92,22.0,45.83
1520,S,Environmental Charter High,Lawndale Elementary,Los Angeles,131.0,125.0,77.0,61.6,47.0,37.6,44.0,35.2,126.0,95.0,50.0,52.63,29.0,30.53,22.0,23.16
1521,S,Eagle Rock High,Los Angeles Unified,Los Angeles,374.0,330.0,235.0,71.21,165.0,50.0,160.0,48.48,420.0,251.0,198.0,78.88,135.0,53.78,134.0,53.39
1522,S,Pathways Academy Charter Adult Education,Acton-Agua Dulce Unified,Los Angeles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1523,S,Big Bear High,Bear Valley Unified,San Bernardino,182.0,18.0,17.0,94.44,14.0,77.78,14.0,77.78,167.0,36.0,31.0,86.11,20.0,55.56,20.0,55.56
1524,S,Vista Visions Academy,Vista Unified,San Diego,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1525,S,Paso Robles High,Paso Robles Joint Unified,San Luis Obispo,494.0,144.0,125.0,86.81,113.0,78.47,106.0,73.61,455.0,132.0,105.0,79.55,71.0,53.79,67.0,50.76
1526,S,Mountain View High,Mountain View-Los Altos Union High,Santa Clara,488.0,306.0,291.0,95.1,279.0,91.18,273.0,89.22,487.0,161.0,146.0,90.68,142.0,88.2,137.0,85.09
1527,S,Middle College High,West Contra Costa Unified,Contra Costa,70.0,17.0,16.0,94.12,15.0,88.24,15.0,88.24,72.0,73.0,60.0,82.19,42.0,57.53,41.0,56.16
1528,S,El Cerrito High,West Contra Costa Unified,Contra Costa,364.0,143.0,130.0,90.91,102.0,71.33,101.0,70.63,331.0,254.0,155.0,61.02,100.0,39.37,96.0,37.8
1529,S,Littlerock High,Antelope Valley Union High,Los Angeles,341.0,296.0,137.0,46.28,44.0,14.86,41.0,13.85,336.0,63.0,33.0,52.38,17.0,26.98,16.0,25.4
1531,S,Academy (The)- SF @McAteer,San Francisco Unified,San Francisco,89.0,22.0,17.0,77.27,13.0,59.09,13.0,59.09,84.0,50.0,22.0,44.0,11.0,22.0,10.0,20.0
1532,S,Wallenberg (Raoul) Traditional High,San Francisco Unified,San Francisco,152.0,81.0,69.0,85.19,69.0,85.19,65.0,80.25,168.0,105.0,82.0,78.1,58.0,55.24,55.0,52.38
1533,S,Burlingame High,San Mateo Union High,San Mateo,347.0,217.0,211.0,97.24,192.0,88.48,191.0,88.02,401.0,170.0,160.0,94.12,140.0,82.35,135.0,79.41
1537,S,Northview High,Covina-Valley Unified,Los Angeles,300.0,279.0,127.0,45.52,87.0,31.18,74.0,26.52,325.0,313.0,137.0,43.77,82.0,26.2,74.0,23.64
1538,S,Tokay High,Lodi Unified,San Joaquin,487.0,84.0,74.0,88.1,59.0,70.24,57.0,67.86,490.0,111.0,83.0,74.77,68.0,61.26,62.0,55.86
1539,S,Opportunity Youth Academy,Santa Clara County Office of Education,Santa Clara,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1540,S,Alliance Patti And Peter Neuwirth Leadership Academy,Los Angeles Unified,Los Angeles,136.0,129.0,58.0,44.96,33.0,25.58,29.0,22.48,131.0,121.0,39.0,32.23,31.0,25.62,26.0,21.49
1541,S,Animo Ralph Bunche Charter High,Los Angeles Unified,Los Angeles,143.0,102.0,49.0,48.04,19.0,18.63,17.0,16.67,147.0,80.0,29.0,36.25,10.0,12.5,9.0,11.25
1542,S,Future Bound Independent Study Secondary,Ramona City Unified,San Diego,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1543,S,Cabrillo High,Lompoc Unified,Santa Barbara,246.0,219.0,151.0,68.95,89.0,40.64,86.0,39.27,280.0,43.0,39.0,90.7,29.0,67.44,29.0,67.44
1547,S,Pacific Law Academy,Stockton Unified,San Joaquin,52.0,51.0,33.0,64.71,25.0,49.02,23.0,45.1,52.0,39.0,31.0,79.49,20.0,51.28,17.0,43.59
1548,S,Franklin High,Stockton Unified,San Joaquin,445.0,33.0,28.0,84.85,27.0,81.82,26.0,78.79,449.0,153.0,81.0,52.94,60.0,39.22,50.0,32.68
1549,S,Independence High,East Side Union High,Santa Clara,717.0,635.0,393.0,61.89,284.0,44.72,258.0,40.63,683.0,244.0,193.0,79.1,139.0,56.97,132.0,54.1
1551,S,Golden West High,Visalia Unified,Tulare,441.0,60.0,55.0,91.67,36.0,60.0,36.0,60.0,383.0,92.0,67.0,72.83,33.0,35.87,30.0,32.61
1552,S,San Lorenzo High,San Lorenzo Unified,Alameda,316.0,67.0,51.0,76.12,40.0,59.7,37.0,55.22,346.0,91.0,56.0,61.54,36.0,39.56,29.0,31.87
1553,S,Gustine High,Gustine Unified,Merced,148.0,70.0,48.0,68.57,23.0,32.86,23.0,32.86,140.0,18.0,9.0,50.0,3.0,16.67,3.0,16.67
1554,S,Jurupa Valley High,Jurupa Unified,Riverside,431.0,236.0,127.0,53.81,70.0,29.66,61.0,25.85,383.0,68.0,37.0,54.41,25.0,36.76,23.0,33.82
1555,S,Angelo Rodriguez High,Fairfield-Suisun Unified,Solano,487.0,172.0,159.0,92.44,142.0,82.56,140.0,81.4,423.0,173.0,137.0,79.19,94.0,54.34,87.0,50.29
1556,S,Tulare Western High,Tulare Joint Union High,Tulare,510.0,126.0,84.0,66.67,60.0,47.62,51.0,40.48,417.0,133.0,86.0,64.66,45.0,33.83,43.0,32.33
1562,S,Casa Grande High,Petaluma Joint Union High,Sonoma,374.0,102.0,94.0,92.16,94.0,92.16,90.0,88.24,425.0,147.0,123.0,83.67,92.0,62.59,91.0,61.9
1563,S,Fillmore Senior High,Fillmore Unified,Ventura,251.0,224.0,87.0,38.84,52.0,23.21,46.0,20.54,250.0,116.0,84.0,72.41,61.0,52.59,57.0,49.14
1564,S,Selma High,Selma Unified,Fresno,430.0,124.0,88.0,70.97,51.0,41.13,49.0,39.52,425.0,142.0,84.0,59.15,55.0,38.73,49.0,34.51
1565,S,Lemoore High,Lemoore Union High,Kings,406.0,60.0,50.0,83.33,41.0,68.33,37.0,61.67,410.0,92.0,66.0,71.74,33.0,35.87,29.0,31.52
1566,S,Los Angeles Leadership Academy,Los Angeles Unified,Los Angeles,64.0,39.0,17.0,43.59,4.0,10.26,3.0,7.69,44.0,46.0,17.0,36.96,5.0,10.87,5.0,10.87
1567,S,Temecula Preparatory,Temecula Valley Unified,Riverside,83.0,47.0,44.0,93.62,35.0,74.47,35.0,74.47,78.0,59.0,54.0,91.53,32.0,54.24,31.0,52.54
1568,S,Bloomington High,Colton Joint Unified,San Bernardino,571.0,162.0,105.0,64.81,62.0,38.27,54.0,33.33,481.0,145.0,87.0,60.0,48.0,33.1,45.0,31.03
1570,S,Chino Hills High,Chino Valley Unified,San Bernardino,693.0,607.0,470.0,77.43,370.0,60.96,355.0,58.48,704.0,514.0,393.0,76.46,297.0,57.78,283.0,55.06
1571,S,Tennyson High,Hayward Unified,Alameda,393.0,52.0,37.0,71.15,22.0,42.31,21.0,40.38,338.0,89.0,45.0,50.56,22.0,24.72,17.0,19.1
1572,S,New Designs Charter,Los Angeles Unified,Los Angeles,107.0,41.0,17.0,41.46,11.0,26.83,8.0,19.51,86.0,67.0,35.0,52.24,15.0,22.39,12.0,17.91
1574,S,El Camino High,Ventura Unified,Ventura,65.0,24.0,23.0,95.83,15.0,62.5,14.0,58.33,83.0,27.0,22.0,81.48,17.0,62.96,17.0,62.96
1575,S,Peter Johansen High,Modesto City High,Stanislaus,421.0,74.0,61.0,82.43,41.0,55.41,40.0,54.05,405.0,79.0,45.0,56.96,18.0,22.78,17.0,21.52
1579,S,Patterson High,Patterson Joint Unified,Stanislaus,432.0,191.0,121.0,63.35,62.0,32.46,61.0,31.94,361.0,216.0,116.0,53.7,57.0,26.39,53.0,24.54
1580,S,Sutter High,Sutter Union High,Sutter,175.0,43.0,39.0,90.7,30.0,69.77,30.0,69.77,171.0,49.0,44.0,89.8,32.0,65.31,32.0,65.31
1581,S,River Valley High,Yuba City Unified,Sutter,487.0,114.0,88.0,77.19,79.0,69.3,74.0,64.91,435.0,125.0,101.0,80.8,75.0,60.0,75.0,60.0
1582,S,Oakland Charter High,Oakland Unified,Alameda,118.0,62.0,51.0,82.26,49.0,79.03,46.0,74.19,110.0,67.0,55.0,82.09,42.0,62.69,40.0,59.7
1583,S,Palomares Academy of Health Science,Pomona Unified,Los Angeles,35.0,22.0,9.0,40.91,8.0,36.36,6.0,27.27,53.0,37.0,13.0,35.14,4.0,10.81,4.0,10.81
1585,S,Mojave River Academy - Route 66,Oro Grande,San Bernardino,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1586,S,Waterford High,Waterford Unified,Stanislaus,144.0,36.0,27.0,75.0,26.0,72.22,24.0,66.67,163.0,45.0,25.0,55.56,10.0,22.22,8.0,17.78
1587,S,River City High,Washington Unified,Yolo,521.0,129.0,103.0,79.84,76.0,58.91,72.0,55.81,476.0,181.0,109.0,60.22,71.0,39.23,66.0,36.46
1588,S,Oakland International High,Oakland Unified,Alameda,106.0,19.0,4.0,21.05,8.0,42.11,2.0,10.53,105.0,24.0,2.0,8.33,7.0,29.17,1.0,4.17
1589,S,Pacific View Charter 2.0,Eureka City Schools,Humboldt,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1590,S,Calexico High,Calexico Unified,Imperial,749.0,168.0,118.0,70.24,107.0,63.69,95.0,56.55,761.0,194.0,137.0,70.62,104.0,53.61,91.0,46.91
1591,S,Animo Jackie Robinson High,Los Angeles Unified,Los Angeles,150.0,110.0,49.0,44.55,31.0,28.18,26.0,23.64,148.0,116.0,33.0,28.45,31.0,26.72,22.0,18.97
1592,S,Alliance Ouchi-O'Donovan 6-12 Complex,Los Angeles Unified,Los Angeles,155.0,140.0,67.0,47.86,39.0,27.86,37.0,26.43,130.0,126.0,54.0,42.86,23.0,18.25,22.0,17.46
1593,S,Arleta High,Los Angeles Unified,Los Angeles,359.0,298.0,114.0,38.26,64.0,21.48,57.0,19.13,311.0,147.0,46.0,31.29,27.0,18.37,21.0,14.29
1594,S,West Adams Preparatory High,Los Angeles Unified,Los Angeles,362.0,311.0,82.0,26.37,35.0,11.25,29.0,9.32,252.0,173.0,64.0,36.99,26.0,15.03,21.0,12.14
1596,S,James Logan High,New Haven Unified,Alameda,889.0,358.0,307.0,85.75,274.0,76.54,260.0,72.63,885.0,336.0,269.0,80.06,211.0,62.8,201.0,59.82
1597,S,MetWest High,Oakland Unified,Alameda,39.0,41.0,13.0,31.71,6.0,14.63,5.0,12.2,37.0,18.0,5.0,27.78,3.0,16.67,3.0,16.67
1598,S,Imperial High,Imperial Unified,Imperial,310.0,60.0,52.0,86.67,41.0,68.33,41.0,68.33,279.0,78.0,66.0,84.62,34.0,43.59,34.0,43.59
1599,S,San Dimas High,Bonita Unified,Los Angeles,313.0,224.0,177.0,79.02,115.0,51.34,110.0,49.11,324.0,134.0,108.0,80.6,68.0,50.75,64.0,47.76
1601,S,Alliance Piera Barbaglia Shaheen Health Services Academy,Los Angeles Unified,Los Angeles,135.0,66.0,28.0,42.42,14.0,21.21,11.0,16.67,105.0,85.0,20.0,23.53,6.0,7.06,5.0,5.88
1602,S,Alliance Leichtman-Levine Family Foundation Environmental Science High,Los Angeles Unified,Los Angeles,107.0,96.0,68.0,70.83,38.0,39.58,36.0,37.5,128.0,111.0,62.0,55.86,37.0,33.33,31.0,27.93
1603,S,Centennial High,Corona-Norco Unified,Riverside,776.0,296.0,249.0,84.12,204.0,68.92,195.0,65.88,786.0,339.0,266.0,78.47,192.0,56.64,182.0,53.69
1604,S,Folsom High,Folsom-Cordova Unified,Sacramento,611.0,231.0,226.0,97.84,216.0,93.51,214.0,92.64,552.0,209.0,194.0,92.82,167.0,79.9,164.0,78.47
1606,S,South Gate Senior High,Los Angeles Unified,Los Angeles,586.0,539.0,214.0,39.7,75.0,13.91,68.0,12.62,528.0,250.0,135.0,54.0,65.0,26.0,60.0,24.0
1607,S,Woodrow Wilson Senior High,Los Angeles Unified,Los Angeles,301.0,290.0,105.0,36.21,56.0,19.31,47.0,16.21,317.0,174.0,89.0,51.15,22.0,12.64,21.0,12.07
1608,S,Lynwood High,Lynwood Unified,Los Angeles,527.0,423.0,173.0,40.9,61.0,14.42,58.0,13.71,473.0,179.0,97.0,54.19,38.0,21.23,35.0,19.55
1612,S,Silver Oak High Public Montessori Charter,Hayward Unified,Alameda,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1614,S,Magnolia Science Academy,Los Angeles County Office of Education,Los Angeles,65.0,62.0,30.0,48.39,15.0,24.19,13.0,20.97,69.0,36.0,27.0,75.0,13.0,36.11,12.0,33.33
1615,S,Gahr (Richard) High,ABC Unified,Los Angeles,492.0,186.0,149.0,80.11,119.0,63.98,111.0,59.68,418.0,207.0,154.0,74.4,111.0,53.62,105.0,50.72
1618,S,Alliance Collins Family College-Ready High,Los Angeles Unified,Los Angeles,150.0,147.0,88.0,59.86,43.0,29.25,41.0,27.89,141.0,138.0,71.0,51.45,29.0,21.01,29.0,21.01
1621,S,"Asawa (Ruth) SF Sch of the Arts, A Public School",San Francisco Unified,San Francisco,200.0,127.0,122.0,96.06,104.0,81.89,102.0,80.31,175.0,86.0,81.0,94.19,64.0,74.42,64.0,74.42
1622,S,Alameda High,Alameda Unified,Alameda,423.0,247.0,233.0,94.33,221.0,89.47,217.0,87.85,463.0,190.0,160.0,84.21,145.0,76.32,132.0,69.47
1623,S,Bakersfield High,Kern High,Kern,717.0,107.0,84.0,78.5,77.0,71.96,68.0,63.55,693.0,162.0,100.0,61.73,82.0,50.62,72.0,44.44
1624,S,Academies of Education and Empowerment at Carson High,Los Angeles Unified,Los Angeles,145.0,136.0,65.0,47.79,15.0,11.03,15.0,11.03,126.0,48.0,23.0,47.92,12.0,25.0,11.0,22.92
1625,S,Contreras Learning Center-School of Social Justice,Los Angeles Unified,Los Angeles,100.0,104.0,25.0,24.04,9.0,8.65,8.0,7.69,90.0,92.0,20.0,21.74,9.0,9.78,8.0,8.7
