,record_type,school_name,district_name,county_name,grade_12_enroll,grade_12_takers,grade_12_erw_bm_num,grade_12_erw_bm_pct,grade_12_maths_bm_num,grade_12_maths_bm_pct,grade_12_total_bm_num,grade_12_total_bm_pct
942,S,Fontana A. B. Miller High,Fontana Unified,San Bernardino,507.0,171.0,109.0,63.74,58.0,33.92,55.0,32.16
943,S,Classical Academy High,Escondido Union High,San Diego,298.0,93.0,81.0,87.1,69.0,74.19,67.0,72.04
945,S,Lancaster High,Antelope Valley Union High,Los Angeles,575.0,116.0,79.0,68.1,42.0,36.21,40.0,34.48
948,S,Design Tech High,San Mateo Union High,San Mateo,120.0,71.0,64.0,90.14,50.0,70.42,50.0,70.42
949,S,Summit Preparatory Charter High,Sequoia Union High,San Mateo,95.0,47.0,26.0,55.32,18.0,38.3,15.0,31.91
950,S,Sequoia High,Sequoia Union High,San Mateo,486.0,176.0,135.0,76.7,117.0,66.48,108.0,61.36
951,S,California Military Institute,Perris Union High,Riverside,109.0,64.0,38.0,59.38,17.0,26.56,15.0,23.44
952,S,Riverside STEM Academy,Riverside Unified,Riverside,53.0,35.0,34.0,97.14,33.0,94.29,32.0,91.43
953,S,California City High,Mojave Unified,Kern,107.0,28.0,23.0,82.14,10.0,35.71,10.0,35.71
955,S,Monterey High,Monterey Peninsula Unified,Monterey,348.0,280.0,176.0,62.86,118.0,42.14,108.0,38.57
956,S,Cathedral City High,Palm Springs Unified,Riverside,390.0,111.0,72.0,64.86,38.0,34.23,36.0,32.43
957,S,Foothill High,Twin Rivers Unified,Sacramento,251.0,210.0,67.0,31.9,19.0,9.05,18.0,8.57
958,S,Nipomo High,Lucia Mar Unified,San Luis Obispo,226.0,52.0,42.0,80.77,27.0,51.92,26.0,50.0
959,S,Gateway to College at Laney College,Oakland Unified,Alameda,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
961,S,Baldwin Park High,Baldwin Park Unified,Los Angeles,438.0,135.0,101.0,74.81,63.0,46.67,58.0,42.96
963,S,Gateway College and Career Academy,Riverside County Office of Education,Riverside,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
964,S,Marconi Learning Academy,Robla Elementary,Sacramento,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
965,S,Orcutt Academy Charter,Orcutt Union Elementary,Santa Barbara,145.0,56.0,52.0,92.86,44.0,78.57,43.0,76.79
966,S,Ernest Righetti High,Santa Maria Joint Union High,Santa Barbara,536.0,132.0,98.0,74.24,73.0,55.3,68.0,51.52
969,S,Early College High,Newport-Mesa Unified,Orange,50.0,15.0,12.0,80.0,8.0,53.33,8.0,53.33
971,S,Options for Youth-San Juan,San Juan Unified,Sacramento,166.0,28.0,15.0,53.57,4.0,14.29,4.0,14.29
972,S,REALM Charter,Berkeley Unified,Alameda,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
973,S,Campolindo High,Acalanes Union High,Contra Costa,340.0,97.0,97.0,100.0,77.0,79.38,77.0,79.38
974,S,Agoura High,Las Virgenes Unified,Los Angeles,459.0,134.0,124.0,92.54,111.0,82.84,109.0,81.34
975,S,"Lennox Mathematics, Science and Technology Academy",Lennox,Los Angeles,143.0,144.0,84.0,58.33,56.0,38.89,54.0,37.5
976,S,New Technology High,Napa Valley Unified,Napa,97.0,29.0,24.0,82.76,17.0,58.62,15.0,51.72
977,S,Coachella Valley High,Coachella Valley Unified,Riverside,607.0,168.0,86.0,51.19,49.0,29.17,45.0,26.79
978,S,Newark Memorial High,Newark Unified,Alameda,397.0,141.0,107.0,75.89,66.0,46.81,64.0,45.39
979,S,Wallis Annenberg High,Los Angeles Unified,Los Angeles,98.0,96.0,28.0,29.17,12.0,12.5,9.0,9.38
980,S,Dana Hills High,Capistrano Unified,Orange,669.0,172.0,148.0,86.05,112.0,65.12,108.0,62.79
981,S,Roseville High,Roseville Joint Union High,Placer,416.0,157.0,138.0,87.9,97.0,61.78,94.0,59.87
982,S,Mount Miguel High,Grossmont Union High,San Diego,322.0,65.0,31.0,47.69,16.0,24.62,15.0,23.08
983,S,Lincoln (Abraham) High,San Francisco Unified,San Francisco,519.0,319.0,243.0,76.18,228.0,71.47,205.0,64.26
984,S,Yerba Buena High,East Side Union High,Santa Clara,420.0,151.0,114.0,75.5,76.0,50.33,74.0,49.01
987,S,Porterville High,Porterville Unified,Tulare,435.0,115.0,72.0,62.61,34.0,29.57,29.0,25.22
988,S,Gateway to College Academy,Petaluma Joint Union High,Sonoma,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
990,S,Jefferson High,Jefferson Union High,San Mateo,260.0,228.0,102.0,44.74,44.0,19.3,41.0,17.98
991,S,Palo Alto High,Palo Alto Unified,Santa Clara,507.0,184.0,178.0,96.74,163.0,88.59,162.0,88.04
992,S,Rancho Campana High,Oxnard Union High,Ventura,166.0,125.0,106.0,84.8,85.0,68.0,81.0,64.8
993,S,Newbury Park High,Conejo Valley Unified,Ventura,596.0,220.0,205.0,93.18,168.0,76.36,168.0,76.36
996,S,Death Valley High Academy,Death Valley Unified,Inyo,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
997,S,Pomona High,Pomona Unified,Los Angeles,270.0,130.0,52.0,40.0,25.0,19.23,19.0,14.62
998,S,Pomona Alternative,Pomona Unified,Los Angeles,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1000,S,Oakland Unity High,Oakland Unified,Alameda,81.0,35.0,18.0,51.43,15.0,42.86,14.0,40.0
1001,S,ARISE High,Oakland Unified,Alameda,68.0,39.0,13.0,33.33,6.0,15.38,4.0,10.26
1002,S,Bellflower High,Bellflower Unified,Los Angeles,367.0,101.0,75.0,74.26,52.0,51.49,49.0,48.51
1003,S,Santiago High,Corona-Norco Unified,Riverside,813.0,392.0,313.0,79.85,251.0,64.03,239.0,60.97
1004,S,Harbor High,Santa Cruz City High,Santa Cruz,179.0,65.0,50.0,76.92,43.0,66.15,39.0,60.0
1005,S,Soquel High,Santa Cruz City High,Santa Cruz,269.0,103.0,86.0,83.5,59.0,57.28,58.0,56.31
1007,S,Holtville High,Holtville Unified,Imperial,138.0,51.0,40.0,78.43,19.0,37.25,18.0,35.29
1008,S,Beverly Hills High,Beverly Hills Unified,Los Angeles,404.0,145.0,139.0,95.86,117.0,80.69,116.0,80.0
1009,S,San Marino High,San Marino Unified,Los Angeles,269.0,120.0,114.0,95.0,112.0,93.33,110.0,91.67
1010,S,YouthBuild Charter School of California,Inyo County Office of Education,Inyo,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1011,S,The Education Corps,Inyo County Office of Education,Inyo,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1012,S,Alliance Cindy and Bill Simon Technology Academy High,Los Angeles Unified,Los Angeles,123.0,84.0,30.0,35.71,10.0,11.9,10.0,11.9
1013,S,Pacifica High,Garden Grove Unified,Orange,395.0,173.0,154.0,89.02,120.0,69.36,117.0,67.63
1014,S,Beaumont Senior High,Beaumont Unified,Riverside,652.0,571.0,335.0,58.67,163.0,28.55,158.0,27.67
1015,S,Success One!,Glenn County Office of Education,Glenn,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1016,S,Willows High,Willows Unified,Glenn,115.0,27.0,14.0,51.85,6.0,22.22,5.0,18.52
1017,S,Yosemite High,Yosemite Unified,Madera,135.0,50.0,41.0,82.0,24.0,48.0,23.0,46.0
1020,S,El Capitan High,Grossmont Union High,San Diego,406.0,103.0,81.0,78.64,49.0,47.57,48.0,46.6
1021,S,Granite Hills High,Grossmont Union High,San Diego,557.0,138.0,113.0,81.88,90.0,65.22,85.0,61.59
1022,S,Indian Springs High,San Bernardino City Unified,San Bernardino,382.0,65.0,26.0,40.0,10.0,15.38,10.0,15.38
1023,S,San Gorgonio High,San Bernardino City Unified,San Bernardino,450.0,170.0,106.0,62.35,59.0,34.71,56.0,32.94
1025,S,School for Entrepreneurship and Technology,San Diego Unified,San Diego,56.0,18.0,14.0,77.78,8.0,44.44,8.0,44.44
1026,S,HomeTech Charter,Paradise Unified,Butte,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1027,S,Hawthorne Math and Science Academy,Hawthorne,Los Angeles,112.0,64.0,55.0,85.94,42.0,65.63,41.0,64.06
1028,S,Maywood Center for Enriched Studies,Los Angeles Unified,Los Angeles,90.0,57.0,29.0,50.88,10.0,17.54,8.0,14.04
1030,S,Robert Fulton College Preparatory,Los Angeles Unified,Los Angeles,144.0,57.0,24.0,42.11,12.0,21.05,11.0,19.3
1031,S,Los Altos High,Hacienda la Puente Unified,Los Angeles,411.0,382.0,177.0,46.34,106.0,27.75,97.0,25.39
1032,S,Encore High School for the Arts - Riverside,Riverside Unified,Riverside,95.0,37.0,29.0,78.38,10.0,27.03,9.0,24.32
1034,S,KIPP King Collegiate High,San Lorenzo Unified,Alameda,144.0,65.0,44.0,67.69,31.0,47.69,27.0,41.54
1036,S,Edgewood High,West Covina Unified,Los Angeles,192.0,92.0,71.0,77.17,44.0,47.83,41.0,44.57
1037,S,West Covina High,West Covina Unified,Los Angeles,514.0,240.0,188.0,78.33,133.0,55.42,122.0,50.83
1038,S,Canyon High,Orange Unified,Orange,572.0,417.0,341.0,81.77,255.0,61.15,249.0,59.71
1039,S,Orange High,Orange Unified,Orange,396.0,381.0,134.0,35.17,71.0,18.64,63.0,16.54
1041,S,McFarland High,McFarland Unified,Kern,203.0,66.0,25.0,37.88,7.0,10.61,6.0,9.09
1043,S,Grover Cleveland Charter High,Los Angeles Unified,Los Angeles,651.0,274.0,207.0,75.55,141.0,51.46,134.0,48.91
1044,S,Diamond Bar High,Walnut Valley Unified,Los Angeles,749.0,422.0,373.0,88.39,338.0,80.09,322.0,76.3
1045,S,Granite Hills High,Apple Valley Unified,San Bernardino,371.0,77.0,58.0,75.32,24.0,31.17,22.0,28.57
1047,S,Cerritos High,ABC Unified,Los Angeles,509.0,247.0,225.0,91.09,191.0,77.33,185.0,74.9
1048,S,La Mirada High,Norwalk-La Mirada Unified,Los Angeles,468.0,428.0,257.0,60.05,139.0,32.48,133.0,31.07
1050,S,High Tech High North County,SBC - High Tech High,San Diego,95.0,58.0,42.0,72.41,25.0,43.1,24.0,41.38
1051,S,Edison High,Fresno Unified,Fresno,560.0,185.0,142.0,76.76,93.0,50.27,88.0,47.57
1052,S,Heartland Charter,Maricopa Unified,Kern,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1053,S,PUC Triumph Charter Academy and PUC Triumph Charter High,Los Angeles Unified,Los Angeles,116.0,61.0,27.0,44.26,14.0,22.95,11.0,18.03
1054,S,Rise Kohyang High,Los Angeles Unified,Los Angeles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1055,S,Segerstrom High,Santa Ana Unified,Orange,457.0,425.0,207.0,48.71,145.0,34.12,126.0,29.65
1056,S,Middle College High,Santa Ana Unified,Orange,86.0,87.0,71.0,81.61,37.0,42.53,35.0,40.23
1057,S,Highlands High,Twin Rivers Unified,Sacramento,143.0,134.0,45.0,33.58,21.0,15.67,20.0,14.93
1059,S,Encinal Junior/Senior High,Alameda Unified,Alameda,233.0,92.0,69.0,75.0,54.0,58.7,51.0,55.43
1061,S,Foothill High,Kern High,Kern,471.0,120.0,60.0,50.0,39.0,32.5,35.0,29.17
1062,S,South El Monte High,El Monte Union High,Los Angeles,278.0,119.0,77.0,64.71,50.0,42.02,44.0,36.97
1064,S,Canyon High,William S. Hart Union High,Los Angeles,536.0,150.0,128.0,85.33,84.0,56.0,82.0,54.67
1065,S,Valencia High,William S. Hart Union High,Los Angeles,714.0,251.0,227.0,90.44,174.0,69.32,169.0,67.33
1067,S,Pegasus High,East Side Union High,Santa Clara,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1068,S,Making Waves Academy,Contra Costa County Office of Education,Contra Costa,83.0,77.0,39.0,50.65,23.0,29.87,20.0,25.97
1069,S,"Crenshaw Science, Technology, Engineering, Math and Medicine Magnet",Los Angeles Unified,Los Angeles,216.0,72.0,18.0,25.0,2.0,2.78,1.0,1.39
1071,S,Inspire Charter,Acton-Agua Dulce Unified,Los Angeles,133.0,19.0,17.0,89.47,6.0,31.58,6.0,31.58
1072,S,Napa High,Napa Valley Unified,Napa,432.0,155.0,94.0,60.65,72.0,46.45,65.0,41.94
1073,S,Alhambra Senior High,Martinez Unified,Contra Costa,284.0,79.0,71.0,89.87,60.0,75.95,60.0,75.95
1074,S,Middletown High,Middletown Unified,Lake,119.0,37.0,30.0,81.08,21.0,56.76,19.0,51.35
1075,S,Mt. Lassen Charter,Fort Sage Unified,Lassen,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1076,S,Monrovia High,Monrovia Unified,Los Angeles,393.0,182.0,135.0,74.18,81.0,44.51,79.0,43.41
1077,S,OCCS:CHEP/PCHS,Orange County Department of Education,Orange,105.0,18.0,16.0,88.89,9.0,50.0,9.0,50.0
1078,S,Frontier High,Oxnard Union High,Ventura,145.0,81.0,2.0,2.47,1.0,1.23,1.0,1.23
1081,S,Elizabeth Learning Center,Los Angeles Unified,Los Angeles,129.0,76.0,30.0,39.47,11.0,14.47,9.0,11.84
1082,S,River Valley Charter,Lakeside Union Elementary,San Diego,50.0,20.0,20.0,100.0,17.0,85.0,17.0,85.0
1083,S,Capuchino High,San Mateo Union High,San Mateo,275.0,122.0,103.0,84.43,69.0,56.56,65.0,53.28
1084,S,San Mateo High,San Mateo Union High,San Mateo,414.0,143.0,124.0,86.71,101.0,70.63,100.0,69.93
1085,S,"Oakland Military Institute, College Preparatory Academy",Oakland Unified,Alameda,85.0,79.0,33.0,41.77,18.0,22.78,16.0,20.25
1086,S,Alliance Marc & Eva Stern Math and Science,Los Angeles Unified,Los Angeles,141.0,139.0,84.0,60.43,52.0,37.41,49.0,35.25
1091,S,Golden Valley High,Merced Union High,Merced,397.0,145.0,87.0,60.0,51.0,35.17,44.0,30.34
1092,S,Western Center Academy,Hemet Unified,Riverside,67.0,67.0,64.0,95.52,50.0,74.63,50.0,74.63
1093,S,University City High,San Diego Unified,San Diego,459.0,196.0,156.0,79.59,121.0,61.73,117.0,59.69
1095,S,Henry High,San Diego Unified,San Diego,506.0,225.0,194.0,86.22,151.0,67.11,145.0,64.44
1098,S,Westmont High,Campbell Union High,Santa Clara,354.0,129.0,122.0,94.57,99.0,76.74,99.0,76.74
1099,S,Vanden High,Travis Unified,Solano,367.0,162.0,132.0,81.48,90.0,55.56,87.0,53.7
1100,S,Lynbrook High,Fremont Union High,Santa Clara,415.0,112.0,108.0,96.43,106.0,94.64,106.0,94.64
1102,S,Saratoga High,Los Gatos-Saratoga Joint Union High,Santa Clara,321.0,88.0,86.0,97.73,84.0,95.45,83.0,94.32
1104,S,Lemoore Middle College High,Lemoore Union High,Kings,59.0,39.0,37.0,94.87,24.0,61.54,24.0,61.54
1105,S,Pathway Independent Study,Lynwood Unified,Los Angeles,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1106,S,Grand Terrace High School at the Ray Abril Jr. Educational Complex,Colton Joint Unified,San Bernardino,503.0,166.0,119.0,71.69,73.0,43.98,67.0,40.36
1107,S,Endeavor Alternative,Ceres Unified,Stanislaus,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1108,S,Channel Islands High,Oxnard Union High,Ventura,611.0,421.0,153.0,36.34,82.0,19.48,76.0,18.05
1109,S,Rio Mesa High,Oxnard Union High,Ventura,549.0,352.0,158.0,44.89,105.0,29.83,98.0,27.84
1110,S,Adrian Wilcox High,Santa Clara Unified,Santa Clara,458.0,106.0,97.0,91.51,84.0,79.25,82.0,77.36
1111,S,Buena High,Ventura Unified,Ventura,412.0,110.0,88.0,80.0,60.0,54.55,58.0,52.73
1112,S,Rim of the World Senior High,Rim of the World Unified,San Bernardino,209.0,56.0,41.0,73.21,19.0,33.93,17.0,30.36
1113,S,Del Norte High,Poway Unified,San Diego,515.0,221.0,208.0,94.12,186.0,84.16,183.0,82.81
1114,S,Escalon High,Escalon Unified,San Joaquin,188.0,63.0,48.0,76.19,30.0,47.62,28.0,44.44
1115,S,Olive Grove Charter - Santa Barbara,SBE - Olive Grove Charter - Santa Barbara,Santa Barbara,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1118,S,Monte Vista High,Grossmont Union High,San Diego,456.0,114.0,87.0,76.32,81.0,71.05,72.0,63.16
1121,S,Oakdale High,Oakdale Joint Unified,Stanislaus,350.0,90.0,70.0,77.78,67.0,74.44,59.0,65.56
1123,S,Ramon C. Cortines School of Visual and Performing Arts,Los Angeles Unified,Los Angeles,342.0,211.0,146.0,69.19,66.0,31.28,62.0,29.38
1125,S,Ganesha High,Pomona Unified,Los Angeles,207.0,66.0,23.0,34.85,7.0,10.61,7.0,10.61
1126,S,Diamond Ranch High,Pomona Unified,Los Angeles,377.0,211.0,163.0,77.25,86.0,40.76,85.0,40.28
1127,S,Ukiah High,Ukiah Unified,Mendocino,365.0,81.0,68.0,83.95,52.0,64.2,49.0,60.49
1128,S,Santiago High,Garden Grove Unified,Orange,533.0,246.0,140.0,56.91,80.0,32.52,68.0,27.64
1129,S,American Legion High (Continuation),Sacramento City Unified,Sacramento,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1131,S,PUC CALS Middle School and Early College High,Los Angeles Unified,Los Angeles,58.0,36.0,18.0,50.0,16.0,44.44,13.0,36.11
1132,S,Greenfield High,South Monterey County Joint Union High,Monterey,268.0,106.0,45.0,42.45,9.0,8.49,8.0,7.55
1134,S,Cesar E. Chavez High,Santa Ana Unified,Orange,286.0,48.0,3.0,6.25,1.0,2.08,1.0,2.08
1136,S,Elwood J. Keema High,Twin Rivers Unified,Sacramento,146.0,27.0,3.0,11.11,0.0,0.0,0.0,0.0
1137,S,Impact Academy of Arts & Technology,Hayward Unified,Alameda,102.0,54.0,29.0,53.7,22.0,40.74,21.0,38.89
1138,S,McKinleyville High,Northern Humboldt Union High,Humboldt,143.0,35.0,32.0,91.43,25.0,71.43,24.0,68.57
1140,S,International Polytechnic High,Los Angeles County Office of Education,Los Angeles,131.0,75.0,71.0,94.67,50.0,66.67,49.0,65.33
1141,S,Middle College High,Los Angeles Unified,Los Angeles,88.0,66.0,44.0,66.67,19.0,28.79,17.0,25.76
1143,S,Fowler High,Fowler Unified,Fresno,203.0,76.0,44.0,57.89,19.0,25.0,18.0,23.68
1144,S,Erma Duncan Polytechnical High,Fresno Unified,Fresno,210.0,55.0,28.0,50.91,10.0,18.18,7.0,12.73
1145,S,Cambridge Continuation High,Fresno Unified,Fresno,277.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1146,S,Liberty High,Kern High,Kern,540.0,195.0,167.0,85.64,138.0,70.77,134.0,68.72
1147,S,Mountain View High,El Monte Union High,Los Angeles,330.0,85.0,55.0,64.71,28.0,32.94,26.0,30.59
1148,S,Humanities and Arts (HARTS) Academy of Los Angeles,Los Angeles Unified,Los Angeles,105.0,31.0,20.0,64.52,9.0,29.03,9.0,29.03
1149,S,Camino Nuevo High #2,Los Angeles Unified,Los Angeles,112.0,68.0,32.0,47.06,12.0,17.65,10.0,14.71
1151,S,Mammoth High,Mammoth Unified,Mono,98.0,26.0,24.0,92.31,15.0,57.69,15.0,57.69
1152,S,Vista del Lago High,Moreno Valley Unified,Riverside,450.0,413.0,166.0,40.19,81.0,19.61,74.0,17.92
1153,S,Natomas High,Natomas Unified,Sacramento,243.0,78.0,30.0,38.46,16.0,20.51,12.0,15.38
1155,S,Mountain Heights Academy,San Jacinto Unified,Riverside,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1156,S,Rancho Buena Vista High,Vista Unified,San Diego,484.0,142.0,112.0,78.87,97.0,68.31,95.0,66.9
1157,S,LIFE Academy,Oakland Unified,Alameda,65.0,39.0,25.0,64.1,16.0,41.03,15.0,38.46
1158,S,Animo Watts College Preparatory Academy,Los Angeles Unified,Los Angeles,128.0,44.0,25.0,56.82,11.0,25.0,11.0,25.0
1159,S,Hillcrest High,Alvord Unified,Riverside,391.0,123.0,89.0,72.36,62.0,50.41,55.0,44.72
1161,S,Rosemont High,Sacramento City Unified,Sacramento,300.0,67.0,50.0,74.63,38.0,56.72,37.0,55.22
1162,S,High Tech High International,San Diego Unified,San Diego,98.0,77.0,58.0,75.32,38.0,49.35,37.0,48.05
1163,S,Washington High,Washington Unified,Fresno,240.0,82.0,36.0,43.9,9.0,10.98,8.0,9.76
1164,S,Hamilton High,Hamilton Unified,Glenn,86.0,25.0,13.0,52.0,5.0,20.0,4.0,16.0
1165,S,Liberty High,Golden Valley Unified,Madera,138.0,47.0,40.0,85.11,23.0,48.94,21.0,44.68
1167,S,El Cajon Valley High,Grossmont Union High,San Diego,553.0,85.0,57.0,67.06,45.0,52.94,42.0,49.41
1168,S,Washington (George) High,San Francisco Unified,San Francisco,489.0,279.0,211.0,75.63,198.0,70.97,172.0,61.65
1169,S,New Millennium Secondary,Los Angeles Unified,Los Angeles,42.0,31.0,8.0,25.81,4.0,12.9,3.0,9.68
1170,S,UCLA Community K-12,Los Angeles Unified,Los Angeles,91.0,54.0,32.0,59.26,22.0,40.74,21.0,38.89
1171,S,Vista del Lago High,Folsom-Cordova Unified,Sacramento,441.0,159.0,148.0,93.08,133.0,83.65,130.0,81.76
1172,S,Mojave River Academy - Oro Grande,Oro Grande,San Bernardino,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1173,S,Morningside High,Inglewood Unified,Los Angeles,193.0,59.0,27.0,45.76,5.0,8.47,5.0,8.47
1174,S,Glen A. Wilson High,Hacienda la Puente Unified,Los Angeles,355.0,329.0,205.0,62.31,170.0,51.67,152.0,46.2
1175,S,Martin Luther King Jr. High,Riverside Unified,Riverside,759.0,336.0,270.0,80.36,226.0,67.26,213.0,63.39
1176,S,Elite Academic Academy - Adult Work Force Investment,Lucerne Valley Unified,San Bernardino,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1178,S,Birmingham Community Charter High,Los Angeles Unified,Los Angeles,798.0,698.0,286.0,40.97,162.0,23.21,139.0,19.91
1181,S,Pacific Beach High,San Luis Coastal Unified,San Luis Obispo,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1183,S,Bell Gardens High,Montebello Unified,Los Angeles,653.0,196.0,116.0,59.18,53.0,27.04,49.0,25.0
1185,S,Great Oak High,Temecula Valley Unified,Riverside,756.0,349.0,313.0,89.68,245.0,70.2,235.0,67.34
1186,S,Rancho Cucamonga High,Chaffey Joint Union High,San Bernardino,798.0,407.0,309.0,75.92,208.0,51.11,195.0,47.91
1188,S,Downtown College Preparatory,San Jose Unified,Santa Clara,85.0,56.0,17.0,30.36,4.0,7.14,3.0,5.36
1189,S,Pioneer High,San Jose Unified,Santa Clara,381.0,96.0,84.0,87.5,66.0,68.75,63.0,65.63
1190,S,Eunice Sato Academy of Math & Science,Long Beach Unified,Los Angeles,103.0,79.0,75.0,94.94,71.0,89.87,69.0,87.34
1191,S,Ramona Opportunity High,Los Angeles Unified,Los Angeles,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1192,S,Northwood High,Irvine Unified,Orange,623.0,226.0,220.0,97.35,209.0,92.48,208.0,92.04
1193,S,San Marcos High,San Marcos Unified,San Diego,748.0,307.0,268.0,87.3,201.0,65.47,193.0,62.87
1194,S,Aspire East Palo Alto Charter,Ravenswood City Elementary,San Mateo,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1196,S,Clovis High,Clovis Unified,Fresno,733.0,243.0,183.0,75.31,119.0,48.97,115.0,47.33
1197,S,Math and Science College Preparatory,Los Angeles Unified,Los Angeles,155.0,27.0,21.0,77.78,14.0,51.85,13.0,48.15
1198,S,Stockton High,Stockton Unified,San Joaquin,159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1199,S,Engineering and Technology Academy at Esteban E. Torres High No. 3,Los Angeles Unified,Los Angeles,72.0,48.0,12.0,25.0,4.0,8.33,3.0,6.25
1201,S,Amistad High (Continuation),Desert Sands Unified,Riverside,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1202,S,Pacific High,San Bernardino City Unified,San Bernardino,263.0,87.0,35.0,40.23,13.0,14.94,13.0,14.94
1203,S,High Tech High Media Arts,San Diego Unified,San Diego,90.0,47.0,28.0,59.57,14.0,29.79,13.0,27.66
1204,S,King-Chavez Community High,San Diego Unified,San Diego,87.0,34.0,6.0,17.65,0.0,0.0,0.0,0.0
1205,S,Middle College High,Lodi Unified,San Joaquin,61.0,43.0,40.0,93.02,36.0,83.72,35.0,81.4
1206,S,Red Bluff High,Red Bluff Joint Union High,Tehama,320.0,46.0,35.0,76.09,30.0,65.22,29.0,63.04
1207,S,Public Service Community at Diego Rivera Learning Complex,Los Angeles Unified,Los Angeles,141.0,33.0,14.0,42.42,3.0,9.09,2.0,6.06
1208,S,Independence High (Alternative),Merced Union High,Merced,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1209,S,Rio Americano High,San Juan Unified,Sacramento,385.0,138.0,123.0,89.13,93.0,67.39,90.0,65.22
1210,S,Weber Institute,Stockton Unified,San Joaquin,108.0,30.0,18.0,60.0,8.0,26.67,8.0,26.67
1211,S,Alpha Cindy Avitia High,East Side Union High,Santa Clara,89.0,88.0,49.0,55.68,44.0,50.0,39.0,44.32
1212,S,Vallejo High,Vallejo City Unified,Solano,361.0,69.0,37.0,53.62,15.0,21.74,13.0,18.84
1214,S,El Molino High,West Sonoma County Union High,Sonoma,131.0,43.0,38.0,88.37,30.0,69.77,28.0,65.12
1215,S,Gilroy High,Gilroy Unified,Santa Clara,374.0,126.0,83.0,65.87,55.0,43.65,50.0,39.68
1216,S,Granite Hills High,Porterville Unified,Tulare,302.0,67.0,35.0,52.24,12.0,17.91,11.0,16.42
1217,S,Monache High,Porterville Unified,Tulare,464.0,112.0,69.0,61.61,44.0,39.29,41.0,36.61
1219,S,Dinuba High,Dinuba Unified,Tulare,423.0,115.0,67.0,58.26,37.0,32.17,35.0,30.43
1220,S,Live Oak High,Morgan Hill Unified,Santa Clara,261.0,96.0,81.0,84.38,59.0,61.46,58.0,60.42
