,record_type,school_name,district_name,county_name,grade_12_enroll,grade_12_takers,grade_12_erw_bm_num,grade_12_erw_bm_pct,grade_12_maths_bm_num,grade_12_maths_bm_pct,grade_12_total_bm_num,grade_12_total_bm_pct
1283,S,Arroyo High,El Monte Union High,Los Angeles,544.0,221.0,168.0,76.02,143.0,64.71,134.0,60.63
1284,S,El Rancho High,El Rancho Unified,Los Angeles,592.0,266.0,164.0,61.65,95.0,35.71,85.0,31.95
1285,S,Silver Valley High,Silver Valley Unified,San Bernardino,84.0,24.0,19.0,79.17,16.0,66.67,16.0,66.67
1286,S,Stockton Collegiate International Secondary,Stockton Unified,San Joaquin,48.0,32.0,26.0,81.25,14.0,43.75,14.0,43.75
1287,S,Taft High,Sanger Unified,Fresno,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1288,S,John Hope Continuation,Los Angeles Unified,Los Angeles,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1289,S,Huntington Park Senior High,Los Angeles Unified,Los Angeles,301.0,130.0,41.0,31.54,14.0,10.77,13.0,10.0
1290,S,Valiant Academy of Los Angeles,Acton-Agua Dulce Unified,Los Angeles,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1291,S,Mission Academy,Acton-Agua Dulce Unified,Los Angeles,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1292,S,Desert Mirage High,Coachella Valley Unified,Riverside,459.0,125.0,57.0,45.6,23.0,18.4,21.0,16.8
1295,S,Social Justice Leadership Academy at Esteban E. Torres High No. 5,Los Angeles Unified,Los Angeles,90.0,55.0,23.0,41.82,4.0,7.27,3.0,5.45
1296,S,Alliance Ted K. Tajima High,Los Angeles Unified,Los Angeles,59.0,57.0,28.0,49.12,19.0,33.33,17.0,29.82
1298,S,Lodi High,Lodi Unified,San Joaquin,508.0,153.0,133.0,86.93,110.0,71.9,107.0,69.93
1299,S,Central Valley High,Gateway Unified,Shasta,133.0,24.0,16.0,66.67,11.0,45.83,10.0,41.67
1300,S,CORE Butte Charter,Butte County Office of Education,Butte,113.0,23.0,20.0,86.96,7.0,30.43,7.0,30.43
1301,S,Anderson W. Clark Magnet High,Glendale Unified,Los Angeles,224.0,92.0,87.0,94.57,79.0,85.87,78.0,84.78
1302,S,Bert Corona Charter High,Los Angeles Unified,Los Angeles,43.0,29.0,8.0,27.59,4.0,13.79,3.0,10.34
1303,S,Dominguez High,Compton Unified,Los Angeles,391.0,101.0,36.0,35.64,12.0,11.88,10.0,9.9
1304,S,Palm Springs High,Palm Springs Unified,Riverside,418.0,182.0,114.0,62.64,59.0,32.42,56.0,30.77
1305,S,Creative Connections Arts Academy,Twin Rivers Unified,Sacramento,34.0,32.0,19.0,59.38,10.0,31.25,10.0,31.25
1306,S,Highlands Community Charter,Twin Rivers Unified,Sacramento,325.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1307,S,Cupertino High,Fremont Union High,Santa Clara,625.0,234.0,219.0,93.59,208.0,88.89,203.0,86.75
1309,S,School for the Visual Arts and Humanities,Los Angeles Unified,Los Angeles,87.0,64.0,25.0,39.06,5.0,7.81,3.0,4.69
1310,S,San Diego Neighborhood Homeschools,Mountain Empire Unified,San Diego,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1313,S,Ripon High,Ripon Unified,San Joaquin,190.0,72.0,62.0,86.11,35.0,48.61,34.0,47.22
1314,S,Mission Oak High,Tulare Joint Union High,Tulare,368.0,134.0,71.0,52.99,47.0,35.07,38.0,28.36
1315,S,Alliance Judy Ivie Burton Technology Academy High,Los Angeles Unified,Los Angeles,138.0,138.0,58.0,42.03,36.0,26.09,31.0,22.46
1316,S,South East High,Los Angeles Unified,Los Angeles,368.0,220.0,128.0,58.18,45.0,20.45,43.0,19.55
1320,S,California Heritage Youthbuild Academy II,Trinity County Office of Education,Trinity,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1321,S,Benicia High,Benicia Unified,Solano,363.0,132.0,118.0,89.39,99.0,75.0,94.0,71.21
1324,S,James Lick High,East Side Union High,Santa Clara,267.0,94.0,39.0,41.49,26.0,27.66,19.0,20.21
1325,S,Mt. Pleasant High,East Side Union High,Santa Clara,307.0,106.0,82.0,77.36,53.0,50.0,49.0,46.23
1326,S,Oroville High,Oroville Union High,Butte,225.0,42.0,30.0,71.43,18.0,42.86,16.0,38.1
1327,S,Inglewood Continuation High,Inglewood Unified,Los Angeles,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1328,S,North Salinas High,Salinas Union High,Monterey,498.0,118.0,74.0,62.71,44.0,37.29,43.0,36.44
1331,S,Millennium Charter,Tracy Joint Unified,San Joaquin,128.0,69.0,51.0,73.91,37.0,53.62,34.0,49.28
1333,S,El Diamante High,Visalia Unified,Tulare,461.0,100.0,82.0,82.0,55.0,55.0,53.0,53.0
1334,S,Kingsburg Independent Study High,Kingsburg Joint Union High,Fresno,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1335,S,Kingsburg High,Kingsburg Joint Union High,Fresno,246.0,80.0,62.0,77.5,47.0,58.75,44.0,55.0
1336,S,Wasco High,Wasco Union High,Kern,391.0,183.0,80.0,43.72,48.0,26.23,40.0,21.86
1337,S,Trabuco Hills High,Saddleback Valley Unified,Orange,669.0,194.0,183.0,94.33,147.0,75.77,146.0,75.26
1339,S,Roseland Charter,Roseland,Sonoma,147.0,49.0,26.0,53.06,17.0,34.69,16.0,32.65
1340,S,Piner High,Santa Rosa High,Sonoma,338.0,86.0,67.0,77.91,34.0,39.53,33.0,38.37
1341,S,Central Unified Alternative/Opportunity,Central Unified,Fresno,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1344,S,John Marshall Senior High,Los Angeles Unified,Los Angeles,552.0,395.0,280.0,70.89,183.0,46.33,177.0,44.81
1345,S,Verdugo Hills Senior High,Los Angeles Unified,Los Angeles,327.0,108.0,79.0,73.15,54.0,50.0,52.0,48.15
1346,S,John F. Kennedy High,Los Angeles Unified,Los Angeles,463.0,245.0,157.0,64.08,83.0,33.88,78.0,31.84
1347,S,School of Arts and Enterprise,SBE - The School of Arts and Enterprise,Los Angeles,75.0,69.0,35.0,50.72,8.0,11.59,8.0,11.59
1348,S,EPIC de Cesar Chavez,Nevada County Office of Education,Nevada,440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1351,S,Leland High,San Jose Unified,Santa Clara,454.0,133.0,122.0,91.73,118.0,88.72,112.0,84.21
1352,S,Credo High,Cotati-Rohnert Park Unified,Sonoma,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1353,S,Rancho Cotate High,Cotati-Rohnert Park Unified,Sonoma,343.0,105.0,69.0,65.71,44.0,41.9,39.0,37.14
1354,S,Foothill Technology High,Ventura Unified,Ventura,222.0,92.0,79.0,85.87,64.0,69.57,63.0,68.48
1355,S,Pajaro Valley High,Pajaro Valley Unified,Santa Cruz,294.0,73.0,34.0,46.58,13.0,17.81,11.0,15.07
1356,S,Lincoln High,Lincoln Unified,San Joaquin,676.0,207.0,168.0,81.16,111.0,53.62,107.0,51.69
1357,S,Dos Pueblos Senior High,Santa Barbara Unified,Santa Barbara,486.0,191.0,169.0,88.48,144.0,75.39,142.0,74.35
1358,S,San Marcos Senior High,Santa Barbara Unified,Santa Barbara,535.0,183.0,158.0,86.34,119.0,65.03,116.0,63.39
1359,S,Lindhurst High,Marysville Joint Unified,Yuba,214.0,38.0,23.0,60.53,14.0,36.84,13.0,34.21
1360,S,PUC Lakeview Charter High,Los Angeles Unified,Los Angeles,100.0,76.0,42.0,55.26,21.0,27.63,19.0,25.0
1361,S,Huntington Beach High,Huntington Beach Union High,Orange,718.0,270.0,251.0,92.96,203.0,75.19,202.0,74.81
1362,S,Laguna Beach High,Laguna Beach Unified,Orange,294.0,57.0,55.0,96.49,45.0,78.95,45.0,78.95
1365,S,Come Back Charter,Merced County Office of Education,Merced,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1366,S,John F. Kennedy High,Corona-Norco Unified,Riverside,232.0,89.0,76.0,85.39,50.0,56.18,50.0,56.18
1367,S,Norco High,Corona-Norco Unified,Riverside,472.0,163.0,123.0,75.46,90.0,55.21,84.0,51.53
1368,S,Northgate High,Mt. Diablo Unified,Contra Costa,364.0,142.0,123.0,86.62,110.0,77.46,108.0,76.06
1370,S,Montebello High,Montebello Unified,Los Angeles,628.0,171.0,108.0,63.16,70.0,40.94,63.0,36.84
1371,S,Da Vinci Science,Wiseburn Unified,Los Angeles,159.0,54.0,45.0,83.33,29.0,53.7,28.0,51.85
1372,S,College and Career Preparatory Academy,Orange County Department of Education,Orange,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1374,S,Elsinore High,Lake Elsinore Unified,Riverside,437.0,137.0,105.0,76.64,67.0,48.91,61.0,44.53
1375,S,Carlsbad High,Carlsbad Unified,San Diego,525.0,189.0,168.0,88.89,142.0,75.13,139.0,73.54
1377,S,William J. Johnston Community Day,Los Angeles Unified,Los Angeles,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1378,S,California Connections Academy Southern California,Capistrano Unified,Orange,618.0,76.0,57.0,75.0,42.0,55.26,42.0,55.26
1379,S,Woodcreek High,Roseville Joint Union High,Placer,537.0,182.0,167.0,91.76,151.0,82.97,146.0,80.22
1380,S,Fontana High,Fontana Unified,San Bernardino,538.0,218.0,95.0,43.58,52.0,23.85,38.0,17.43
1381,S,Escondido High,Escondido Union High,San Diego,580.0,191.0,122.0,63.87,64.0,33.51,63.0,32.98
1382,S,Galileo High,San Francisco Unified,San Francisco,462.0,263.0,172.0,65.4,173.0,65.78,146.0,55.51
1383,S,O'Connell (John) High,San Francisco Unified,San Francisco,99.0,23.0,9.0,39.13,6.0,26.09,4.0,17.39
1385,S,Phillip J Patino School of Entrepreneurship,Fresno Unified,Fresno,71.0,19.0,18.0,94.74,11.0,57.89,11.0,57.89
1386,S,Kern Valley High,Kern High,Kern,113.0,16.0,12.0,75.0,5.0,31.25,5.0,31.25
1387,S,El Segundo High,El Segundo Unified,Los Angeles,292.0,140.0,132.0,94.29,95.0,67.86,92.0,65.71
1388,S,Thirty-Second Street USC Performing Arts,Los Angeles Unified,Los Angeles,73.0,57.0,31.0,54.39,12.0,21.05,11.0,19.3
1389,S,Natomas Pacific Pathways Prep,Natomas Unified,Sacramento,155.0,111.0,94.0,84.68,74.0,66.67,71.0,63.96
1395,S,Eagle Tree Continuation,Los Angeles Unified,Los Angeles,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1396,S,John C. Fremont Senior High,Los Angeles Unified,Los Angeles,402.0,85.0,35.0,41.18,11.0,12.94,9.0,10.59
1397,S,Ulysses S. Grant Senior High,Los Angeles Unified,Los Angeles,432.0,151.0,92.0,60.93,61.0,40.4,55.0,36.42
1398,S,Hollywood Senior High,Los Angeles Unified,Los Angeles,334.0,174.0,114.0,65.52,65.0,37.36,61.0,35.06
1399,S,Thomas Jefferson Senior High,Los Angeles Unified,Los Angeles,116.0,68.0,16.0,23.53,7.0,10.29,6.0,8.82
1400,S,Vasquez High,Acton-Agua Dulce Unified,Los Angeles,86.0,19.0,16.0,84.21,10.0,52.63,10.0,52.63
1402,S,San Jacinto High,San Jacinto Unified,Riverside,574.0,185.0,107.0,57.84,50.0,27.03,44.0,23.78
1403,S,Castlemont High,Oakland Unified,Alameda,182.0,46.0,11.0,23.91,4.0,8.7,4.0,8.7
1404,S,Oakland High,Oakland Unified,Alameda,328.0,116.0,72.0,62.07,38.0,32.76,35.0,30.17
1407,S,Pioneer Valley High,Santa Maria Joint Union High,Santa Barbara,587.0,143.0,95.0,66.43,59.0,41.26,56.0,39.16
1408,S,Charter Oak High,Charter Oak Unified,Los Angeles,364.0,162.0,121.0,74.69,87.0,53.7,85.0,52.47
1409,S,Mendocino High,Mendocino Unified,Mendocino,44.0,17.0,17.0,100.0,12.0,70.59,12.0,70.59
1410,S,La Quinta High,Garden Grove Unified,Orange,561.0,343.0,299.0,87.17,277.0,80.76,261.0,76.09
1412,S,School of Engineering & Sciences,Sacramento City Unified,Sacramento,58.0,24.0,18.0,75.0,15.0,62.5,15.0,62.5
1413,S,John F. Kennedy High,Sacramento City Unified,Sacramento,537.0,187.0,127.0,67.91,103.0,55.08,92.0,49.2
1414,S,Gridley High,Gridley Unified,Butte,158.0,64.0,39.0,60.94,34.0,53.13,30.0,46.88
1415,S,Rosamond High Early College Campus,Southern Kern Unified,Kern,194.0,40.0,29.0,72.5,14.0,35.0,14.0,35.0
1416,S,Heritage High,Perris Union High,Riverside,610.0,229.0,145.0,63.32,57.0,24.89,56.0,24.45
1417,S,John C. Kimball High,Tracy Joint Unified,San Joaquin,349.0,124.0,102.0,82.26,73.0,58.87,69.0,55.65
1419,S,Bell Senior High,Los Angeles Unified,Los Angeles,575.0,318.0,164.0,51.57,82.0,25.79,75.0,23.58
1422,S,SVUSD Virtual Academy (Alternative),Saddleback Valley Unified,Orange,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1423,S,California Virtual Academy @ San Diego,Spencer Valley Elementary,San Diego,183.0,26.0,23.0,88.46,14.0,53.85,14.0,53.85
1425,S,Lakewood High,Long Beach Unified,Los Angeles,743.0,595.0,324.0,54.45,206.0,34.62,189.0,31.76
1426,S,Nathaniel Narbonne Senior High,Los Angeles Unified,Los Angeles,543.0,223.0,115.0,51.57,74.0,33.18,69.0,30.94
1427,S,North Hollywood Senior High,Los Angeles Unified,Los Angeles,573.0,242.0,161.0,66.53,99.0,40.91,91.0,37.6
1428,S,Sylmar Charter High,Los Angeles Unified,Los Angeles,361.0,182.0,89.0,48.9,53.0,29.12,45.0,24.73
1430,S,Pacific Coast Academy,Dehesa Elementary,San Diego,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1433,S,Animo Pat Brown,Los Angeles Unified,Los Angeles,131.0,103.0,44.0,42.72,23.0,22.33,19.0,18.45
1434,S,International Studies Learning Center at Legacy High School Complex,Los Angeles Unified,Los Angeles,84.0,61.0,40.0,65.57,23.0,37.7,21.0,34.43
1435,S,John Adams Academy,Loomis Union Elementary,Placer,46.0,18.0,16.0,88.89,9.0,50.0,9.0,50.0
1437,S,Citrus Hill High,Val Verde Unified,Riverside,481.0,447.0,181.0,40.49,107.0,23.94,93.0,20.81
1438,S,Denair High,Denair Unified,Stanislaus,60.0,29.0,13.0,44.83,10.0,34.48,10.0,34.48
1440,S,Herbert Hoover High,Fresno Unified,Fresno,360.0,89.0,36.0,40.45,15.0,16.85,14.0,15.73
1441,S,Glendora High,Glendora Unified,Los Angeles,591.0,248.0,214.0,86.29,203.0,81.85,186.0,75.0
1442,S,Seaside High,Monterey Peninsula Unified,Monterey,276.0,177.0,76.0,42.94,49.0,27.68,42.0,23.73
1443,S,Pacific Career and Technology High,Twin Rivers Unified,Sacramento,96.0,63.0,2.0,3.17,1.0,1.59,1.0,1.59
1444,S,Oak Hills High,Hesperia Unified,San Bernardino,570.0,201.0,135.0,67.16,91.0,45.27,84.0,41.79
1446,S,Novato High,Novato Unified,Marin,326.0,144.0,125.0,86.81,74.0,51.39,74.0,51.39
1448,S,Marshall (Thurgood) High,San Francisco Unified,San Francisco,104.0,51.0,11.0,21.57,12.0,23.53,8.0,15.69
1449,S,Westlake High,Conejo Valley Unified,Ventura,547.0,209.0,197.0,94.26,168.0,80.38,167.0,79.9
1450,S,Lincoln High,San Diego Unified,San Diego,364.0,157.0,66.0,42.04,25.0,15.92,22.0,14.01
1452,S,San Juan High,San Juan Unified,Sacramento,170.0,40.0,20.0,50.0,9.0,22.5,7.0,17.5
1454,S,Sierra High,Manteca Unified,San Joaquin,333.0,109.0,97.0,88.99,57.0,52.29,55.0,50.46
1455,S,Mt. Shasta High,Siskiyou Union High,Siskiyou,76.0,23.0,19.0,82.61,13.0,56.52,13.0,56.52
1456,S,Santa Teresa High,East Side Union High,Santa Clara,529.0,194.0,162.0,83.51,122.0,62.89,120.0,61.86
1457,S,Foothill High,East Side Union High,Santa Clara,211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1458,S,Jesse M. Bethel High,Vallejo City Unified,Solano,380.0,131.0,79.0,60.31,36.0,27.48,35.0,26.72
1459,S,MIT Academy,Vallejo City Unified,Solano,121.0,74.0,48.0,64.86,19.0,25.68,18.0,24.32
1462,S,Kaweah High,Exeter Unified,Tulare,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1463,S,Connections Visual and Performing Arts Academy,Summerville Union High,Tuolumne,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1464,S,Simi Valley High,Simi Valley Unified,Ventura,537.0,118.0,97.0,82.2,76.0,64.41,69.0,58.47
1465,S,Summit Public School: Shasta,Jefferson Union High,San Mateo,101.0,64.0,51.0,79.69,41.0,64.06,40.0,62.5
1469,S,Santa Paula High,Santa Paula Unified,Ventura,372.0,95.0,68.0,71.58,45.0,47.37,41.0,43.16
1470,S,Esparto High,Esparto Unified,Yolo,44.0,16.0,6.0,37.5,6.0,37.5,4.0,25.0
1471,S,Carpinteria Senior High,Carpinteria Unified,Santa Barbara,148.0,49.0,39.0,79.59,34.0,69.39,31.0,63.27
1472,S,West Valley High,Anderson Union High,Shasta,214.0,52.0,40.0,76.92,20.0,38.46,18.0,34.62
1473,S,Freedom High,Liberty Union High,Contra Costa,649.0,184.0,126.0,68.48,69.0,37.5,66.0,35.87
1474,S,Crossroads High,Mt. Diablo Unified,Contra Costa,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1475,S,Anahuacalmecac International University Preparatory of North America,SBE - Anahuacalmecac International University Preparatory of North America,Los Angeles,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1476,S,Academia Avance Charter,SBE - Academia Avance Charter,Los Angeles,65.0,42.0,15.0,35.71,6.0,14.29,5.0,11.9
1477,S,Prepa Tec Los Angeles High,SBE - Prepa Tec Los Angeles High,Los Angeles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1479,S,Amador High,Amador County Unified,Amador,154.0,26.0,23.0,88.46,18.0,69.23,18.0,69.23
1480,S,Argonaut High,Amador County Unified,Amador,96.0,27.0,21.0,77.78,17.0,62.96,15.0,55.56
1483,S,Nuview Bridge Early College High,Nuview Union,Riverside,157.0,124.0,92.0,74.19,61.0,49.19,56.0,45.16
1484,S,Rancho Mirage High,Palm Springs Unified,Riverside,362.0,86.0,60.0,69.77,33.0,38.37,32.0,37.21
1486,S,Serrano High,Snowline Joint Unified,San Bernardino,444.0,136.0,111.0,81.62,67.0,49.26,65.0,47.79
1487,S,Pleasant Valley High,Chico Unified,Butte,462.0,135.0,116.0,85.93,100.0,74.07,95.0,70.37
1488,S,University High,Fresno Unified,Fresno,120.0,76.0,76.0,100.0,67.0,88.16,67.0,88.16
1489,S,Golden Valley High,Kern High,Kern,580.0,173.0,84.0,48.55,49.0,28.32,43.0,24.86
1490,S,Mira Monte High,Kern High,Kern,563.0,174.0,75.0,43.1,32.0,18.39,29.0,16.67
1491,S,Ridgeview High,Kern High,Kern,666.0,245.0,148.0,60.41,92.0,37.55,81.0,33.06
1492,S,Highland High,Kern High,Kern,477.0,162.0,99.0,61.11,51.0,31.48,47.0,29.01
1493,S,Valor Academy High,Los Angeles Unified,Los Angeles,122.0,45.0,15.0,33.33,9.0,20.0,7.0,15.56
1495,S,Adelanto High,Victor Valley Union High,San Bernardino,430.0,102.0,55.0,53.92,15.0,14.71,14.0,13.73
1496,S,Cobalt Institute of Math and Science Academy,Victor Valley Union High,San Bernardino,103.0,60.0,35.0,58.33,15.0,25.0,14.0,23.33
1497,S,Yucaipa High,Yucaipa-Calimesa Joint Unified,San Bernardino,628.0,227.0,180.0,79.3,135.0,59.47,129.0,56.83
1498,S,Warren (Earl) High,Downey Unified,Los Angeles,845.0,335.0,258.0,77.01,157.0,46.87,147.0,43.88
1499,S,California School of the Arts - San Gabriel Valley,Duarte Unified,Los Angeles,90.0,40.0,36.0,90.0,28.0,70.0,28.0,70.0
1500,S,Cesar E. Chavez Learning Academies-Social Justice Humanitas Academy,Los Angeles Unified,Los Angeles,96.0,67.0,22.0,32.84,14.0,20.9,11.0,16.42
1501,S,Alliance Renee and Meyer Luskin Academy High,Los Angeles Unified,Los Angeles,131.0,127.0,44.0,34.65,20.0,15.75,15.0,11.81
1502,S,PUC Early College Academy for Leaders and Scholars (ECALS),Los Angeles Unified,Los Angeles,81.0,37.0,17.0,45.95,11.0,29.73,11.0,29.73
1503,S,Corona del Mar High,Newport-Mesa Unified,Orange,458.0,104.0,98.0,94.23,85.0,81.73,83.0,79.81
1504,S,Costa Mesa High,Newport-Mesa Unified,Orange,286.0,74.0,52.0,70.27,35.0,47.3,32.0,43.24
1505,S,Visions In Education,San Juan Unified,Sacramento,1107.0,58.0,48.0,82.76,22.0,37.93,20.0,34.48
1506,S,Las Plumas High,Oroville Union High,Butte,218.0,28.0,21.0,75.0,13.0,46.43,13.0,46.43
1510,S,Polytechnic High,Riverside Unified,Riverside,600.0,228.0,148.0,64.91,100.0,43.86,88.0,38.6
1511,S,North Valley Military Institute College Preparatory Academy,Los Angeles County Office of Education,Los Angeles,54.0,42.0,18.0,42.86,6.0,14.29,6.0,14.29
1516,S,Mt. Carmel High,Poway Unified,San Diego,476.0,165.0,148.0,89.7,121.0,73.33,119.0,72.12
1517,S,Westview High,Poway Unified,San Diego,596.0,258.0,244.0,94.57,223.0,86.43,220.0,85.27
1518,S,Ronald E. McNair High,Lodi Unified,San Joaquin,438.0,161.0,96.0,59.63,65.0,40.37,55.0,34.16
1519,S,Sierra Pacific High,Hanford Joint Union High,Kings,175.0,48.0,39.0,81.25,23.0,47.92,22.0,45.83
1520,S,Environmental Charter High,Lawndale Elementary,Los Angeles,126.0,95.0,50.0,52.63,29.0,30.53,22.0,23.16
1521,S,Eagle Rock High,Los Angeles Unified,Los Angeles,420.0,251.0,198.0,78.88,135.0,53.78,134.0,53.39
1522,S,Pathways Academy Charter Adult Education,Acton-Agua Dulce Unified,Los Angeles,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1523,S,Big Bear High,Bear Valley Unified,San Bernardino,167.0,36.0,31.0,86.11,20.0,55.56,20.0,55.56
1524,S,Vista Visions Academy,Vista Unified,San Diego,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1525,S,Paso Robles High,Paso Robles Joint Unified,San Luis Obispo,455.0,132.0,105.0,79.55,71.0,53.79,67.0,50.76
1526,S,Mountain View High,Mountain View-Los Altos Union High,Santa Clara,487.0,161.0,146.0,90.68,142.0,88.2,137.0,85.09
1527,S,Middle College High,West Contra Costa Unified,Contra Costa,72.0,73.0,60.0,82.19,42.0,57.53,41.0,56.16
1528,S,El Cerrito High,West Contra Costa Unified,Contra Costa,331.0,254.0,155.0,61.02,100.0,39.37,96.0,37.8
1529,S,Littlerock High,Antelope Valley Union High,Los Angeles,336.0,63.0,33.0,52.38,17.0,26.98,16.0,25.4
1531,S,Academy (The)- SF @McAteer,San Francisco Unified,San Francisco,84.0,50.0,22.0,44.0,11.0,22.0,10.0,20.0
1532,S,Wallenberg (Raoul) Traditional High,San Francisco Unified,San Francisco,168.0,105.0,82.0,78.1,58.0,55.24,55.0,52.38
1533,S,Burlingame High,San Mateo Union High,San Mateo,401.0,170.0,160.0,94.12,140.0,82.35,135.0,79.41
1536,S,Kern County Community,Kern County Office of Education,Kern,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1537,S,Northview High,Covina-Valley Unified,Los Angeles,325.0,313.0,137.0,43.77,82.0,26.2,74.0,23.64
1538,S,Tokay High,Lodi Unified,San Joaquin,490.0,111.0,83.0,74.77,68.0,61.26,62.0,55.86
1539,S,Opportunity Youth Academy,Santa Clara County Office of Education,Santa Clara,239.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1540,S,Alliance Patti And Peter Neuwirth Leadership Academy,Los Angeles Unified,Los Angeles,131.0,121.0,39.0,32.23,31.0,25.62,26.0,21.49
1541,S,Animo Ralph Bunche Charter High,Los Angeles Unified,Los Angeles,147.0,80.0,29.0,36.25,10.0,12.5,9.0,11.25
1542,S,Future Bound Independent Study Secondary,Ramona City Unified,San Diego,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1543,S,Cabrillo High,Lompoc Unified,Santa Barbara,280.0,43.0,39.0,90.7,29.0,67.44,29.0,67.44
1544,S,Connecting Waters Charter,Waterford Unified,Stanislaus,177.0,21.0,18.0,85.71,10.0,47.62,10.0,47.62
1547,S,Pacific Law Academy,Stockton Unified,San Joaquin,52.0,39.0,31.0,79.49,20.0,51.28,17.0,43.59
1548,S,Franklin High,Stockton Unified,San Joaquin,449.0,153.0,81.0,52.94,60.0,39.22,50.0,32.68
1549,S,Independence High,East Side Union High,Santa Clara,683.0,244.0,193.0,79.1,139.0,56.97,132.0,54.1
1551,S,Golden West High,Visalia Unified,Tulare,383.0,92.0,67.0,72.83,33.0,35.87,30.0,32.61
1552,S,San Lorenzo High,San Lorenzo Unified,Alameda,346.0,91.0,56.0,61.54,36.0,39.56,29.0,31.87
1553,S,Gustine High,Gustine Unified,Merced,140.0,18.0,9.0,50.0,3.0,16.67,3.0,16.67
1554,S,Jurupa Valley High,Jurupa Unified,Riverside,383.0,68.0,37.0,54.41,25.0,36.76,23.0,33.82
1555,S,Angelo Rodriguez High,Fairfield-Suisun Unified,Solano,423.0,173.0,137.0,79.19,94.0,54.34,87.0,50.29
1556,S,Tulare Western High,Tulare Joint Union High,Tulare,417.0,133.0,86.0,64.66,45.0,33.83,43.0,32.33
1560,S,Stoney Point Continuation,Los Angeles Unified,Los Angeles,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1562,S,Casa Grande High,Petaluma Joint Union High,Sonoma,425.0,147.0,123.0,83.67,92.0,62.59,91.0,61.9
1563,S,Fillmore Senior High,Fillmore Unified,Ventura,250.0,116.0,84.0,72.41,61.0,52.59,57.0,49.14
1564,S,Selma High,Selma Unified,Fresno,425.0,142.0,84.0,59.15,55.0,38.73,49.0,34.51
1565,S,Lemoore High,Lemoore Union High,Kings,410.0,92.0,66.0,71.74,33.0,35.87,29.0,31.52
1566,S,Los Angeles Leadership Academy,Los Angeles Unified,Los Angeles,44.0,46.0,17.0,36.96,5.0,10.87,5.0,10.87
1567,S,Temecula Preparatory,Temecula Valley Unified,Riverside,78.0,59.0,54.0,91.53,32.0,54.24,31.0,52.54
1568,S,Bloomington High,Colton Joint Unified,San Bernardino,481.0,145.0,87.0,60.0,48.0,33.1,45.0,31.03
1570,S,Chino Hills High,Chino Valley Unified,San Bernardino,704.0,514.0,393.0,76.46,297.0,57.78,283.0,55.06
1571,S,Tennyson High,Hayward Unified,Alameda,338.0,89.0,45.0,50.56,22.0,24.72,17.0,19.1
1572,S,New Designs Charter,Los Angeles Unified,Los Angeles,86.0,67.0,35.0,52.24,15.0,22.39,12.0,17.91
1574,S,El Camino High,Ventura Unified,Ventura,83.0,27.0,22.0,81.48,17.0,62.96,17.0,62.96
1575,S,Peter Johansen High,Modesto City High,Stanislaus,405.0,79.0,45.0,56.96,18.0,22.78,17.0,21.52
1578,S,IvyTech Charter,Moorpark Unified,Ventura,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1579,S,Patterson High,Patterson Joint Unified,Stanislaus,361.0,216.0,116.0,53.7,57.0,26.39,53.0,24.54
1580,S,Sutter High,Sutter Union High,Sutter,171.0,49.0,44.0,89.8,32.0,65.31,32.0,65.31
1581,S,River Valley High,Yuba City Unified,Sutter,435.0,125.0,101.0,80.8,75.0,60.0,75.0,60.0
1582,S,Oakland Charter High,Oakland Unified,Alameda,110.0,67.0,55.0,82.09,42.0,62.69,40.0,59.7
